chrom	start	end	Length	Overlap_Genes
NC_000962.3	3717562	3717575	13	sugI
NC_000962.3	3732943	3732956	13	PPE54
NC_000962.3	3736804	3736817	13	PPE54
NC_000962.3	3736989	3742395	5406	PE_PGRS49,PE_PGRS50
NC_000962.3	3748323	3749042	719	PPE55
NC_000962.3	3752992	3753007	15	PPE55
NC_000962.3	3758740	3759755	1015	PPE56
NC_000962.3	3760519	3761184	665	PPE56
NC_000962.3	3766910	3766925	15	PPE56
NC_000962.3	3778969	3780331	1362	PE_PGRS51
NC_000962.3	3783406	3783427	21	dnaE2
NC_000962.3	3802042	3803845	1803	PE_PGRS52
NC_000962.3	3820390	3820589	199	Rv3401
NC_000962.3	3878555	3878659	104	rpsD
NC_000962.3	3905039	3905052	13	Rv3485c
NC_000962.3	3926937	3930693	3756	PE_PGRS53
NC_000962.3	3931376	3936711	5335	PE_PGRS54
NC_000962.3	3937884	3937897	13	ilvX
NC_000962.3	3939981	3944958	4977	PE_PGRS55,PE_PGRS56
NC_000962.3	3946165	3950264	4099	PE_PGRS57
NC_000962.3	3967609	3967623	14	Rv3530c
NC_000962.3	3969423	3969438	15	PPE61
NC_000962.3	3970706	3971928	1222	PPE62
NC_000962.3	3972244	3972275	31	PPE62
NC_000962.3	3998522	3999431	909	PPE64
NC_000962.3	4029034	4029049	15	Rv3587c
NC_000962.3	4031420	4032812	1392	PE_PGRS58
NC_000962.3	4036733	4037685	952	PE_PGRS59
NC_000962.3	4052948	4053549	601	Rv3611,Rv3612c
NC_000962.3	4066914	4066927	13	Rv3627c
NC_000962.3	4094020	4094494	474	PE_PGRS61
NC_000962.3	4095252	4095273	21	Rv3655c
NC_000962.3	4099026	4099039	13	Rv3660c
NC_000962.3	4112683	4112697	14	Rv3671c
NC_000962.3	4143718	4143731	13	Rv3700c
NC_000962.3	4153363	4153379	16	ask
NC_000962.3	4156798	4156967	169	_
NC_000962.3	4160544	4160574	30	Rv3716c
NC_000962.3	4168445	4168482	37	_
NC_000962.3	4227026	4227040	14	Rv3780
NC_000962.3	4275150	4275163	13	Rv3811
NC_000962.3	4279825	4279838	13	Rv3814c
NC_000962.3	4283420	4283433	13	Rv3818
NC_000962.3	4334216	4334230	14	gltB
NC_000962.3	4364059	4364073	14	mycP1
NC_000962.3	4378048	4378061	13	eccC2
