EventID	start_0based	end_1based	Overlap_Genes	HomologTargetID	Hm_Overlap_Genes	Target_Start	Target_End	NumMatch_SNPs	Total_SNPs	P_SNPMatch	NumMatch_Kmers	Total_Kmers	P_KmerMatch	Dist_Event_To_Hm
Event_068	1094139	1094472	PE_PGRS17	Rv0979c,rpmF,PE_PGRS18-H37Rv-1094827-1096687	Rv0979c,rpmF,PE_PGRS18	1094827	1096687	6	6	1.0	59	59	1.0	1451.5
Event_068	1094139	1094472	PE_PGRS17	PE_PGRS45-H37Rv-2944363-2945221	PE_PGRS45	2944363	2945221	1	6	0.1667	11	59	0.1864	1850486.5
Event_069	1094302	1094538	PE_PGRS17	Rv0979c,rpmF,PE_PGRS18-H37Rv-1094827-1096687	Rv0979c,rpmF,PE_PGRS18	1094827	1096687	4	5	0.8	11	45	0.2444	1337.0
Event_069	1094302	1094538	PE_PGRS17	PE_PGRS45-H37Rv-2944363-2945221	PE_PGRS45	2944363	2945221	2	5	0.4	45	45	1.0	1850372.0
Event_070	1094302	1094538	PE_PGRS17	Rv0979c,rpmF,PE_PGRS18-H37Rv-1094827-1096687	Rv0979c,rpmF,PE_PGRS18	1094827	1096687	4	5	0.8	35	46	0.7609	1337.0
Event_070	1094302	1094538	PE_PGRS17	PE_PGRS45-H37Rv-2944363-2945221	PE_PGRS45	2944363	2945221	2	5	0.4	22	46	0.4783	1850372.0
Event_071	1095337	1095525	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	13	13	1.0	58	64	0.9062	1452.0
Event_072	1095849	1095855	PE_PGRS18	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	4	4	1.0	10	11	0.9091	1848894.5
Event_072	1095849	1095855	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	0	4	0.0	0	11	0.0	1873.0
Event_073	1095941	1096023	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	3	7	0.4286	27	42	0.6429	2003.0
Event_073	1095941	1096023	PE_PGRS18	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	0	7	0.0	1	42	0.0238	1848764.5
Event_074	1095941	1096508	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	6	9	0.6667	16	57	0.2807	2245.5
Event_074	1095941	1096508	PE_PGRS18	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	4	9	0.4444	1	57	0.0175	1848522.0
Event_075	1095980	1096323	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	4	4	1.0	35	35	1.0	2172.5
Event_075	1095980	1096323	PE_PGRS18	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	1	4	0.25	12	35	0.3429	1848595.0
Event_076	1095980	1096567	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	7	7	1.0	47	58	0.8103	2294.5
Event_076	1095980	1096567	PE_PGRS18	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	4	7	0.5714	46	58	0.7931	1848473.0
Event_077	1096204	1096510	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	6	6	1.0	49	49	1.0	2378.0
Event_077	1096204	1096510	PE_PGRS18	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	6	6	1.0	49	49	1.0	1848389.5
Event_078	1096234	1096510	PE_PGRS18	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	4	4	1.0	27	27	1.0	2393.0
Event_078	1096234	1096510	PE_PGRS18	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	4	4	1.0	27	27	1.0	1848374.5
Event_079	1096664	1096671	_	PE_PGRS17-H37Rv-1093366-1094592	PE_PGRS17	1093366	1094592	4	4	1.0	17	17	1.0	2688.5
Event_079	1096664	1096671	_	PE_PGRS45-H37Rv-2944267-2945226	PE_PGRS45	2944267	2945226	0	4	0.0	0	17	0.0	1848079.0
Event_080	1212094	1212130	PE_PGRS21	PE_PGRS22-H37Rv-1216433-1217118	PE_PGRS22	1216433	1217118	2	6	0.3333	1	21	0.0476	4663.5
Event_084	1276320	1276432	Rv1148c	Rv1944c,Rv1945-H37Rv-2195856-2197360	Rv1944c,Rv1945	2195856	2197360	4	4	1.0	32	34	0.9412	920232.0
Event_085	1276320	1276885	Rv1148c	Rv1944c,Rv1945-H37Rv-2195856-2197360	Rv1944c,Rv1945	2195856	2197360	41	45	0.9111	223	223	1.0	920005.5
Event_086	1276374	1276822	Rv1148c	Rv1944c,Rv1945-H37Rv-2195856-2197360	Rv1944c,Rv1945	2195856	2197360	26	26	1.0	124	128	0.9688	920010.0
Event_087	1276447	1276938	Rv1148c	Rv1944c,Rv1945-H37Rv-2195856-2197360	Rv1944c,Rv1945	2195856	2197360	1	8	0.125	11	63	0.1746	919915.5
Event_088	1276682	1276885	Rv1148c	Rv1944c,Rv1945-H37Rv-2195856-2197360	Rv1944c,Rv1945	2195856	2197360	25	29	0.8621	124	124	1.0	919824.5
Event_089	1276770	1276885	Rv1148c	Rv1944c,Rv1945-H37Rv-2195856-2197360	Rv1944c,Rv1945	2195856	2197360	22	26	0.8462	107	107	1.0	919780.5
Event_090	1276841	1276885	Rv1148c	Rv1944c,Rv1945-H37Rv-2195856-2197360	Rv1944c,Rv1945	2195856	2197360	10	14	0.7143	54	54	1.0	919745.0
Event_091	1339398	1339436	PPE18	PPE19-H37Rv-1532539-1533632	PPE19	1532539	1533632	3	4	0.75	15	26	0.5769	193668.5
Event_091	1339398	1339436	PPE18	PE31,PPE60-H37Rv-3894016-3895519	PE31,PPE60	3894016	3895519	3	4	0.75	15	26	0.5769	1856181.5
Event_092	1339431	1339516	PPE18	PPE19-H37Rv-1532539-1533632	PPE19	1532539	1533632	6	6	1.0	31	31	1.0	193612.0
Event_092	1339431	1339516	PPE18	PE31,PPE60-H37Rv-3894016-3895519	PE31,PPE60	3894016	3895519	3	6	0.5	15	31	0.4839	1856238.0
