HmRegion_Num	Chr	Start	End	Center	Length	Overlap_Genes	NOvrlap_Transposase	num_HmAln_All	num_HmAln_PR_BelowSeqID100	num_HmAln_PR_MinSeqID99	HmRegionNum	HmRegionID	NOvrlap_IS6110_Label	PR_SetID	Norm_Donor_Count	N_Events_Mapped	N_Events_Putative	EventSkew	DonAccCt	EventSkew_Norm	GCE_FractionMapped	Num_PR_SNPs_All	Num_PR_SNPs_Unq
28	NC_000962.3	701363	702728	702045.5	1365	Rv0605,Rv0606	1	1	1	1	28	PR_HmRegion_028	0	PR_Set_20	0.0	0	0	0.0	0.0	0.0	0.0	229	229
29	NC_000962.3	718763	719929	719346.0	1166	Rv0628c	0	1	1	1	29	PR_HmRegion_029	0	PR_Set_21	0.0	0	0	0.0	0.0	0.0	0.0	168	168
30	NC_000962.3	832044	832356	832200.0	312	Rv0740	0	1	1	1	30	PR_HmRegion_030	0	PR_Set_22	3.0	0	0	-3.0	3.0	-1.0	0.0	11	11
31	NC_000962.3	835775	836519	836147.0	744	PE_PGRS9	0	2	2	2	31	PR_HmRegion_031	0	PR_Set_23	0.0	0	0	0.0	0.0	0.0	0.0	201	145
32	NC_000962.3	838485	841665	840075.0	3180	PE_PGRS10,vapB31,vapC31	0	8	8	8	32	PR_HmRegion_032	0	PR_Set_10	3.0	3	5	0.0	6.0	0.0	0.6	2272	1272
33	NC_000962.3	842019	842331	842175.0	312	Rv0750	0	1	1	1	33	PR_HmRegion_033	0	PR_Set_22	0.0	3	3	3.0	3.0	1.0	1.0	11	11
34	NC_000962.3	889019	891461	890240.0	2442	Rv0795,Rv0796,Rv0797	3	15	1	0	34	PR_HmRegion_034	2	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	1	1
35	NC_000962.3	908180	909346	908763.0	1166	sseC2,cysA2	0	1	0	0	35	PR_HmRegion_035	0	PR_Set_25	0.0	0	0	0.0	0.0	0.0	0.0	0	0
36	NC_000962.3	921579	921893	921736.0	314	Rv0828c,Rv0829	1	3	3	3	36	PR_HmRegion_036	0	PR_Set_20	0.0	2	2	2.0	2.0	1.0	1.0	62	46
37	NC_000962.3	925071	927514	926292.5	2443	PE_PGRS12,PE_PGRS13	0	3	3	3	37	PR_HmRegion_037	0	PR_Set_10	0.0	0	1	0.0	0.0	0.0	0.0	868	582
38	NC_000962.3	960166	960326	960246.0	160	_	0	8	5	5	38	PR_HmRegion_038	0	PR_Set_26	0.0	0	0	0.0	0.0	0.0	0.0	35	21
39	NC_000962.3	972557	973723	973140.0	1166	Rv0874c	0	1	1	1	39	PR_HmRegion_039	0	PR_Set_21	0.0	0	0	0.0	0.0	0.0	0.0	168	168
40	NC_000962.3	1093195	1094592	1093893.5	1397	PE_PGRS17	0	2	2	2	40	PR_HmRegion_040	0	PR_Set_27	6.0	4	4	-2.0	10.0	-0.2	1.0	91	82
41	NC_000962.3	1094827	1096692	1095759.5	1865	Rv0979c,rpmF,PE_PGRS18	0	2	2	2	41	PR_HmRegion_041	0	PR_Set_27	3.0	8	9	5.0	11.0	0.45454545454545453	0.8888888888888888	83	74
42	NC_000962.3	1160538	1161167	1160852.5	629	esxI,esxJ	0	4	4	3	42	PR_HmRegion_042	0	PR_Set_28	5.75	0	0	-5.75	5.75	-1.0	0.0	82	46
43	NC_000962.3	1164571	1165549	1165060.0	978	Rv1041c,Rv1042c	2	1	0	0	43	PR_HmRegion_043	0	PR_Set_29	0.0	0	0	0.0	0.0	0.0	0.0	0	0
44	NC_000962.3	1169296	1170733	1170014.5	1437	Rv1047	1	5	3	0	44	PR_HmRegion_044	0	PR_Set_30	0.0	0	0	0.0	0.0	0.0	0.0	5	2
45	NC_000962.3	1188420	1190175	1189297.5	1755	PE_PGRS19	0	1	1	1	45	PR_HmRegion_045	0	PR_Set_31	0.0	0	0	0.0	0.0	0.0	0.0	91	91
46	NC_000962.3	1190756	1191899	1191327.5	1143	PE_PGRS20	0	1	1	1	46	PR_HmRegion_046	0	PR_Set_31	0.0	0	0	0.0	0.0	0.0	0.0	91	91
47	NC_000962.3	1211526	1212209	1211867.5	683	PE_PGRS21	0	1	1	1	47	PR_HmRegion_047	0	PR_Set_32	0.0	0	1	0.0	0.0	0.0	0.0	99	99
48	NC_000962.3	1216433	1217118	1216775.5	685	PE_PGRS22	0	1	1	1	48	PR_HmRegion_048	0	PR_Set_32	0.0	0	0	0.0	0.0	0.0	0.0	99	99
49	NC_000962.3	1275924	1276053	1275988.5	129	_	0	1	1	1	49	PR_HmRegion_049	0	PR_Set_33	0.0	0	0	0.0	0.0	0.0	0.0	5	5
50	NC_000962.3	1276292	1277797	1277044.5	1505	Rv1148c	0	1	1	1	50	PR_HmRegion_050	0	PR_Set_34	11.0	6	7	-5.0	17.0	-0.29411764705882354	0.8571428571428571	62	62
51	NC_000962.3	1277842	1278820	1278331.0	978	Rv1149,Rv1150	2	1	0	0	51	PR_HmRegion_051	0	PR_Set_29	0.0	0	0	0.0	0.0	0.0	0.0	0	0
52	NC_000962.3	1287354	1288094	1287724.0	740	narG	0	1	1	1	52	PR_HmRegion_052	0	PR_Set_35	0.0	0	0	0.0	0.0	0.0	0.0	99	99
53	NC_000962.3	1338923	1340433	1339678.0	1510	PE13,PPE18	0	2	2	2	53	PR_HmRegion_053	0	PR_Set_36	6.0	7	7	1.0	13.0	0.07692307692307693	1.0	240	196
54	NC_000962.3	1340494	1341292	1340893.0	798	PPE18,esxK,esxL	0	4	4	4	54	PR_HmRegion_054	0	PR_Set_28	9.25	9	11	-0.25	18.25	-0.0136986301369863	0.8181818181818182	87	53
55	NC_000962.3	1341295	1342730	1342012.5	1435	Rv1199c	1	5	4	0	55	PR_HmRegion_055	0	PR_Set_30	0.0	0	0	0.0	0.0	0.0	0.0	7	2
56	NC_000962.3	1357376	1357613	1357494.5	237	PE14	0	1	1	1	56	PR_HmRegion_056	0	PR_Set_4	0.0	0	0	0.0	0.0	0.0	0.0	38	38
57	NC_000962.3	1451777	1451998	1451887.5	221	thrC,thrB	0	7	5	5	57	PR_HmRegion_057	0	PR_Set_37	0.0	0	0	0.0	0.0	0.0	0.0	96	35
58	NC_000962.3	1468141	1469654	1468897.5	1513	Rv1313c	1	1	1	1	58	PR_HmRegion_058	0	PR_Set_38	1.0	0	0	-1.0	1.0	-1.0	0.0	5	5
59	NC_000962.3	1489087	1489833	1489460.0	746	PE_PGRS24	0	1	1	1	59	PR_HmRegion_059	0	PR_Set_10	0.0	0	0	0.0	0.0	0.0	0.0	153	153
60	NC_000962.3	1532461	1533653	1533057.0	1192	PPE19	0	2	2	2	60	PR_HmRegion_060	0	PR_Set_36	7.5	5	5	-2.5	12.5	-0.2	1.0	151	130
61	NC_000962.3	1541948	1543318	1542633.0	1370	Rv1369c,Rv1370c	2	15	1	0	61	PR_HmRegion_061	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	1	1
62	NC_000962.3	1573170	1573856	1573513.0	686	PE_PGRS25	0	1	1	1	62	PR_HmRegion_062	0	PR_Set_11	0.0	0	0	0.0	0.0	0.0	0.0	131	131
63	NC_000962.3	1631389	1632123	1631756.0	734	PE_PGRS27	0	1	1	1	63	PR_HmRegion_063	0	PR_Set_39	0.0	0	0	0.0	0.0	0.0	0.0	129	129
64	NC_000962.3	1633310	1634790	1634050.0	1480	PE_PGRS27	0	2	2	2	64	PR_HmRegion_064	0	PR_Set_23	19.0	14	19	-5.0	33.0	-0.15151515151515152	0.7368421052631579	184	184
65	NC_000962.3	1636705	1639561	1638133.0	2856	PE_PGRS28,Rv1453	0	3	3	3	65	PR_HmRegion_065	0	PR_Set_23	14.0	19	21	5.0	33.0	0.15151515151515152	0.9047619047619048	429	424
66	NC_000962.3	1644262	1644365	1644313.5	103	Rv1459c	0	2	2	2	66	PR_HmRegion_066	0	PR_Set_40	0.0	0	0	0.0	0.0	0.0	0.0	22	12
67	NC_000962.3	1701374	1702581	1701977.5	1207	Rv1510	0	1	1	1	67	PR_HmRegion_067	0	PR_Set_41	0.0	0	0	0.0	0.0	0.0	0.0	247	247
68	NC_000962.3	1702675	1702849	1702762.0	174	_	0	2	2	2	68	PR_HmRegion_068	0	PR_Set_9	0.0	0	0	0.0	0.0	0.0	0.0	28	23
69	NC_000962.3	1722178	1728375	1725276.5	6197	pks5	0	2	2	2	69	PR_HmRegion_069	0	PR_Set_42	0.0	0	0	0.0	0.0	0.0	0.0	2826	2412
70	NC_000962.3	1735509	1735826	1735667.5	317	_	0	1	1	1	70	PR_HmRegion_070	0	PR_Set_43	0.0	0	0	0.0	0.0	0.0	0.0	41	41
71	NC_000962.3	1779808	1780054	1779931.0	246	Rv1574	0	1	1	1	71	PR_HmRegion_071	0	PR_Set_44	0.0	0	0	0.0	0.0	0.0	0.0	13	13
72	NC_000962.3	1780334	1780580	1780457.0	246	Rv1575	0	2	2	2	72	PR_HmRegion_072	0	PR_Set_44	0.0	0	0	0.0	0.0	0.0	0.0	35	34
73	NC_000962.3	1780615	1782817	1781716.0	2202	Rv1575,Rv1576c,Rv1577c,Rv1578c	0	1	1	1	73	PR_HmRegion_073	0	PR_Set_45	0.0	0	0	0.0	0.0	0.0	0.0	250	250
74	NC_000962.3	1788513	1789865	1789189.0	1352	Rv1587c,Rv1588c	0	2	2	1	74	PR_HmRegion_074	0	PR_Set_3	11.5	8	10	-3.5	19.5	-0.1794871794871795	0.8	35	35
75	NC_000962.3	1814852	1815128	1814990.0	276	_	0	3	3	3	75	PR_HmRegion_075	0	PR_Set_9	0.0	0	0	0.0	0.0	0.0	0.0	52	43
76	NC_000962.3	1875403	1878873	1877138.0	3470	pks7	0	3	3	3	76	PR_HmRegion_076	0	PR_Set_46	0.0	0	0	0.0	0.0	0.0	0.0	1349	1011
77	NC_000962.3	1879290	1879378	1879334.0	88	pks7	0	1	1	1	77	PR_HmRegion_077	0	PR_Set_16	0.0	0	0	0.0	0.0	0.0	0.0	4	4
78	NC_000962.3	1881800	1883442	1882621.0	1642	pks8	0	1	1	1	78	PR_HmRegion_078	0	PR_Set_46	0.0	0	0	0.0	0.0	0.0	0.0	277	277
79	NC_000962.3	1895352	1895420	1895386.0	68	_	0	1	0	0	79	PR_HmRegion_079	0	PR_Set_47	0.0	0	0	0.0	0.0	0.0	0.0	0	0
80	NC_000962.3	1895523	1895591	1895557.0	68	_	0	1	0	0	80	PR_HmRegion_080	0	PR_Set_47	0.0	0	0	0.0	0.0	0.0	0.0	0	0
81	NC_000962.3	1946848	1947023	1946935.5	175	_	0	1	1	1	81	PR_HmRegion_081	0	PR_Set_48	0.0	0	0	0.0	0.0	0.0	0.0	3	3
82	NC_000962.3	1963419	1964160	1963789.5	741	narX	0	1	1	1	82	PR_HmRegion_082	0	PR_Set_35	0.0	0	0	0.0	0.0	0.0	0.0	99	99
83	NC_000962.3	1987686	1989059	1988372.5	1373	plcD,Rv1756c,Rv1757c,cut1	2	15	1	0	83	PR_HmRegion_083	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	1	1
84	NC_000962.3	1996098	1998612	1997355.0	2514	Rv1763,Rv1764,Rv1765c	2	16	1	0	84	PR_HmRegion_084	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	0	0
85	NC_000962.3	2025301	2026163	2025732.0	862	PPE25	0	1	1	1	85	PR_HmRegion_085	0	PR_Set_49	3.0	2	2	-1.0	5.0	-0.2	1.0	9	9
86	NC_000962.3	2028425	2029242	2028833.5	817	PPE27	0	1	1	1	86	PR_HmRegion_086	0	PR_Set_49	2.0	3	4	1.0	5.0	0.2	0.75	9	9
87	NC_000962.3	2030331	2030983	2030657.0	652	esxM,esxN	0	4	4	4	87	PR_HmRegion_087	0	PR_Set_28	1.0	4	4	3.0	5.0	0.6	1.0	125	50
88	NC_000962.3	2047595	2047908	2047751.5	313	Rv1805c	0	1	1	1	88	PR_HmRegion_088	0	PR_Set_43	0.0	0	0	0.0	0.0	0.0	0.0	42	42
89	NC_000962.3	2059429	2059579	2059504.0	150	_	0	2	2	2	89	PR_HmRegion_089	0	PR_Set_19	0.0	0	0	0.0	0.0	0.0	0.0	10	10
90	NC_000962.3	2074435	2074521	2074478.0	86	Rv1829	0	1	1	1	90	PR_HmRegion_090	0	PR_Set_50	0.0	0	0	0.0	0.0	0.0	0.0	1	1
91	NC_000962.3	2074547	2074633	2074590.0	86	_	0	1	1	1	91	PR_HmRegion_091	0	PR_Set_50	0.0	0	0	0.0	0.0	0.0	0.0	1	1
92	NC_000962.3	2165326	2165433	2165379.5	107	PPE34	0	0	0	0	92	PR_HmRegion_092	0	PR_Set_51	0.0	0	0	0.0	0.0	0.0	0.0	3	3
93	NC_000962.3	2165476	2165583	2165529.5	107	PPE34	0	1	1	1	93	PR_HmRegion_093	0	PR_Set_51	0.0	0	0	0.0	0.0	0.0	0.0	0	0
94	NC_000962.3	2195856	2197360	2196608.0	1504	Rv1944c,Rv1945	0	1	1	1	94	PR_HmRegion_094	0	PR_Set_34	6.0	11	11	5.0	17.0	0.29411764705882354	1.0	62	62
95	NC_000962.3	2198686	2198815	2198750.5	129	Rv1948c	0	1	1	1	95	PR_HmRegion_095	0	PR_Set_33	0.0	0	0	0.0	0.0	0.0	0.0	5	5
96	NC_000962.3	2262009	2263169	2262589.0	1160	Rv2015c	0	1	0	0	96	PR_HmRegion_096	0	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	0	0
97	NC_000962.3	2294816	2298269	2296542.5	3453	pks12	0	1	1	1	97	PR_HmRegion_097	0	PR_Set_46	2.0	2	2	0.0	4.0	0.0	1.0	485	485
98	NC_000962.3	2299196	2300826	2300011.0	1630	pks12	0	2	2	2	98	PR_HmRegion_098	0	PR_Set_46	0.0	2	2	2.0	2.0	1.0	1.0	417	388
99	NC_000962.3	2300912	2306889	2303900.5	5977	pks12	0	3	3	3	99	PR_HmRegion_099	0	PR_Set_46	4.0	2	3	-2.0	6.0	-0.3333333333333333	0.6666666666666666	1309	1221
100	NC_000962.3	2337936	2338094	2338015.0	158	Rv2081c	0	1	1	1	100	PR_HmRegion_100	0	PR_Set_52	0.0	0	0	0.0	0.0	0.0	0.0	12	12
101	NC_000962.3	2340529	2340687	2340608.0	158	Rv2082	0	1	1	1	101	PR_HmRegion_101	0	PR_Set_52	0.0	0	0	0.0	0.0	0.0	0.0	12	12
102	NC_000962.3	2341059	2341697	2341378.0	638	Rv2083	0	1	1	1	102	PR_HmRegion_102	0	PR_Set_53	0.0	0	0	0.0	0.0	0.0	0.0	110	110
103	NC_000962.3	2347379	2347613	2347496.0	234	Rv2090	0	7	7	5	103	PR_HmRegion_103	0	PR_Set_37	0.0	0	0	0.0	0.0	0.0	0.0	98	33
104	NC_000962.3	2358502	2360031	2359266.5	1529	Rv2100	0	1	1	1	104	PR_HmRegion_104	0	PR_Set_54	1.0	0	0	-1.0	1.0	-1.0	0.0	224	224
105	NC_000962.3	2365403	2366771	2366087.0	1368	Rv2105,Rv2106	2	15	1	0	105	PR_HmRegion_105	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	1	1
106	NC_000962.3	2430113	2431474	2430793.5	1361	Rv2167c,Rv2168c	2	15	0	0	106	PR_HmRegion_106	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	0	0
107	NC_000962.3	2439139	2439948	2439543.5	809	pknL,Rv2177c	1	1	1	1	107	PR_HmRegion_107	0	PR_Set_55	1.0	2	2	1.0	3.0	0.3333333333333333	1.0	13	13
108	NC_000962.3	2461319	2461390	2461354.5	71	qcrB	0	1	1	1	108	PR_HmRegion_108	0	PR_Set_56	0.0	0	0	0.0	0.0	0.0	0.0	0	0
109	NC_000962.3	2461434	2461504	2461469.0	70	Rv2197c	0	1	1	1	109	PR_HmRegion_109	0	PR_Set_56	0.0	0	0	0.0	0.0	0.0	0.0	0	0
110	NC_000962.3	2531892	2532002	2531947.0	110	Rv2258c	0	2	2	1	110	PR_HmRegion_110	0	PR_Set_40	0.0	0	0	0.0	0.0	0.0	0.0	11	11
111	NC_000962.3	2532005	2532209	2532107.0	204	_	0	2	2	1	111	PR_HmRegion_111	0	PR_Set_40	0.0	0	0	0.0	0.0	0.0	0.0	13	13
112	NC_000962.3	2550005	2551370	2550687.5	1365	Rv2277c,Rv2278,Rv2279	2	15	2	0	112	PR_HmRegion_112	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	2	2
113	NC_000962.3	2625885	2626683	2626284.0	798	esxO,esxP,Rv2348c	0	4	4	4	113	PR_HmRegion_113	0	PR_Set_28	4.75	10	10	5.25	14.75	0.3559322033898305	1.0	104	52
114	NC_000962.3	2634780	2637028	2635904.0	2248	PPE39,Rv2354,Rv2355	2	17	3	2	114	PR_HmRegion_114	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	174	174
115	NC_000962.3	2637068	2637535	2637301.5	467	_	0	3	3	3	115	PR_HmRegion_115	0	PR_Set_9	0.0	0	0	0.0	0.0	0.0	0.0	79	66
116	NC_000962.3	2637928	2639613	2638770.5	1685	PPE40	0	3	3	3	116	PR_HmRegion_116	0	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	395	363
117	NC_000962.3	2650377	2651923	2651150.0	1546	Rv2370c,PE_PGRS40	0	1	1	1	117	PR_HmRegion_117	0	PR_Set_23	0.0	0	0	0.0	0.0	0.0	0.0	328	328
118	NC_000962.3	2687131	2687217	2687174.0	86	che1	0	3	3	3	118	PR_HmRegion_118	0	PR_Set_26	0.0	0	0	0.0	0.0	0.0	0.0	17	8
119	NC_000962.3	2720634	2721442	2721038.0	808	Rv2423,Rv2424c	1	1	1	1	119	PR_HmRegion_119	0	PR_Set_55	2.0	1	1	-1.0	3.0	-0.3333333333333333	1.0	13	13
120	NC_000962.3	2784600	2785977	2785288.5	1377	Rv2478c,Rv2479c,Rv2480c	2	15	2	0	120	PR_HmRegion_120	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	5	5
121	NC_000962.3	2796717	2797499	2797108.0	782	PE_PGRS42,Rv2488c	0	1	1	1	121	PR_HmRegion_121	0	PR_Set_57	0.0	0	0	0.0	0.0	0.0	0.0	149	149
122	NC_000962.3	2805574	2806355	2805964.5	781	PE_PGRS43	0	1	1	1	122	PR_HmRegion_122	0	PR_Set_57	0.0	0	0	0.0	0.0	0.0	0.0	148	148
123	NC_000962.3	2828493	2829936	2829214.5	1443	Rv2512c	1	5	4	0	123	PR_HmRegion_123	0	PR_Set_30	0.0	0	0	0.0	0.0	0.0	0.0	7	2
124	NC_000962.3	2866468	2867121	2866794.5	653	lppA	0	1	1	1	124	PR_HmRegion_124	0	PR_Set_58	0.0	0	2	0.0	0.0	0.0	0.0	56	56
125	NC_000962.3	2867124	2867777	2867450.5	653	lppA,lppB	0	1	1	1	125	PR_HmRegion_125	0	PR_Set_58	0.0	0	3	0.0	0.0	0.0	0.0	56	56
126	NC_000962.3	2882289	2884330	2883309.5	2041	Rv2563,glnQ	0	1	1	1	126	PR_HmRegion_126	0	PR_Set_2	0.0	0	0	0.0	0.0	0.0	0.0	374	374
127	NC_000962.3	2944267	2945226	2944746.5	959	PE_PGRS45	0	2	2	2	127	PR_HmRegion_127	0	PR_Set_27	4.0	1	1	-3.0	5.0	-0.6	1.0	65	59
128	NC_000962.3	2971756	2971987	2971871.5	231	Rv2647	0	1	1	1	128	PR_HmRegion_128	0	PR_Set_44	0.0	0	0	0.0	0.0	0.0	0.0	23	23
129	NC_000962.3	2972104	2973463	2972783.5	1359	Rv2648,Rv2649	2	15	1	0	129	PR_HmRegion_129	2	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	0	0
130	NC_000962.3	2973775	2975987	2974881.0	2212	Rv2650c,Rv2651c,Rv2652c	0	1	1	1	130	PR_HmRegion_130	0	PR_Set_45	0.0	0	0	0.0	0.0	0.0	0.0	250	250
131	NC_000962.3	2982934	2983854	2983394.0	920	Rv2665,Rv2666	1	5	5	0	131	PR_HmRegion_131	0	PR_Set_30	0.0	0	0	0.0	0.0	0.0	0.0	5	2
132	NC_000962.3	2996010	2996160	2996085.0	150	Rv2680	0	2	2	2	132	PR_HmRegion_132	0	PR_Set_26	0.0	0	0	0.0	0.0	0.0	0.0	6	6
133	NC_000962.3	3000614	3001893	3001253.5	1279	arsA	0	1	1	1	133	PR_HmRegion_133	0	PR_Set_59	0.0	0	0	0.0	0.0	0.0	0.0	234	234
134	NC_000962.3	3001983	3003262	3002622.5	1279	arsB1	0	1	1	1	134	PR_HmRegion_134	0	PR_Set_59	0.0	0	0	0.0	0.0	0.0	0.0	235	235
135	NC_000962.3	3007037	3007220	3007128.5	183	Rv2689c	0	3	1	1	135	PR_HmRegion_135	0	PR_Set_26	0.0	0	0	0.0	0.0	0.0	0.0	17	17
136	NC_000962.3	3082465	3082769	3082617.0	304	Rv2774c	0	1	1	1	136	PR_HmRegion_136	0	PR_Set_1	0.0	0	0	0.0	0.0	0.0	0.0	20	20
137	NC_000962.3	3100173	3102233	3101203.0	2060	Rv2791c,Rv2792c	1	5	5	5	137	PR_HmRegion_137	0	PR_Set_20	0.0	0	0	0.0	0.0	0.0	0.0	1233	806
138	NC_000962.3	3112883	3113179	3113031.0	296	Rv2804c,Rv2805	0	0	0	0	138	PR_HmRegion_138	0	PR_Set_60	0.0	0	0	0.0	0.0	0.0	0.0	35	35
139	NC_000962.3	3113641	3113937	3113789.0	296	Rv2807	0	1	1	1	139	PR_HmRegion_139	0	PR_Set_60	0.0	0	0	0.0	0.0	0.0	0.0	0	0
140	NC_000962.3	3119183	3123577	3121380.0	4394	Rv2814c,Rv2815c	2	48	35	33	140	PR_HmRegion_140	0	PR_Set_24	0.0	0	1	0.0	0.0	0.0	0.0	3104	2140
141	NC_000962.3	3132891	3133455	3133173.0	564	Rv2825c	0	1	1	1	141	PR_HmRegion_141	0	PR_Set_61	5.0	2	2	-3.0	7.0	-0.42857142857142855	1.0	8	8
142	NC_000962.3	3135787	3136351	3136069.0	564	Rv2828c,Rv2828A	0	1	1	1	142	PR_HmRegion_142	0	PR_Set_61	2.0	5	6	3.0	7.0	0.42857142857142855	0.8333333333333334	8	8
