chrom	start	end	Length	Overlap_Genes
NC_000962.3	373393	373470	77	PPE6
NC_000962.3	373526	373656	130	PPE6
NC_000962.3	373971	374025	54	PPE6
NC_000962.3	374050	374184	134	PPE6
NC_000962.3	374463	374982	519	PPE6
NC_000962.3	375258	375328	70	PPE6
NC_000962.3	400146	401705	1559	Rv0336
NC_000962.3	424006	424149	143	hspR
NC_000962.3	424842	425032	190	PPE8
NC_000962.3	425095	425153	58	PPE8
NC_000962.3	425167	425271	104	PPE8
NC_000962.3	425283	425409	126	PPE8
NC_000962.3	425410	425592	182	PPE8
NC_000962.3	426575	426671	96	PPE8
NC_000962.3	426735	426860	125	PPE8
NC_000962.3	426909	426997	88	PPE8
NC_000962.3	427069	427199	130	PPE8
NC_000962.3	427295	427382	87	PPE8
NC_000962.3	428402	428502	100	PPE8
NC_000962.3	428524	428761	237	PPE8
NC_000962.3	429118	429180	62	PPE8
NC_000962.3	429631	429715	84	PPE8
NC_000962.3	429790	430173	383	PPE8
NC_000962.3	431042	431093	51	PPE8
NC_000962.3	431125	431183	58	PPE8
NC_000962.3	431191	431262	71	PPE8
NC_000962.3	431272	431441	169	PPE8
NC_000962.3	431453	431550	97	PPE8
NC_000962.3	431883	431934	51	PPE8
NC_000962.3	432374	432435	61	PPE8
NC_000962.3	432532	432591	59	PPE8
NC_000962.3	432604	432803	199	PPE8
NC_000962.3	433690	433800	110	PPE8
NC_000962.3	433847	433929	82	PPE8
NC_000962.3	433939	434005	66	PPE8
NC_000962.3	434226	434310	84	PPE8
NC_000962.3	459876	459929	53	clpB
NC_000962.3	460996	461068	72	clpB
NC_000962.3	461349	461431	82	clpB
NC_000962.3	472442	472495	53	ndhA
NC_000962.3	473740	474044	304	Rv0393
NC_000962.3	474046	474108	62	Rv0393
NC_000962.3	475806	476110	304	Rv0397
NC_000962.3	476124	476182	58	Rv0397
NC_000962.3	488166	488221	55	pks6
NC_000962.3	531535	531590	55	PPE10
NC_000962.3	538774	538839	65	mmpL4
NC_000962.3	543554	543638	84	PPE11
NC_000962.3	560890	560940	50	pcaA
NC_000962.3	561273	561338	65	pcaA
NC_000962.3	561531	561657	126	pcaA
NC_000962.3	562302	562396	94	Rv0471c
NC_000962.3	566270	566344	74	hbhA
NC_000962.3	569810	569984	174	_
NC_000962.3	577280	577502	222	Rv0487
NC_000962.3	580565	580820	255	senX3,regX3
NC_000962.3	594516	594568	52	cmaA2
NC_000962.3	595329	595452	123	_
NC_000962.3	598878	598931	53	mmpL2
NC_000962.3	606505	608063	1558	Rv0515,Rv0516c
NC_000962.3	622889	622944	55	PE_PGRS6
NC_000962.3	623097	623259	162	PE_PGRS6
NC_000962.3	623406	623466	60	PE_PGRS6
NC_000962.3	623521	623592	71	PE_PGRS6
NC_000962.3	623821	623892	71	PE_PGRS6
NC_000962.3	623938	624009	71	PE_PGRS6
NC_000962.3	624151	624222	71	PE_PGRS6
NC_000962.3	631281	631439	158	Rv0538
NC_000962.3	642734	642817	83	fadD8
NC_000962.3	669262	669313	51	Rv0575c
NC_000962.3	673939	673991	52	PE_PGRS7
NC_000962.3	675485	675547	62	PE_PGRS7
NC_000962.3	675554	675614	60	PE_PGRS7
NC_000962.3	677063	677127	64	Rv0580c
NC_000962.3	685344	685397	53	yrbE2A
NC_000962.3	685458	685578	120	yrbE2A
NC_000962.3	686122	686291	169	yrbE2B
NC_000962.3	686374	686455	81	yrbE2B
NC_000962.3	686762	686822	60	yrbE2B,mce2A
NC_000962.3	687244	687324	80	mce2A
NC_000962.3	687886	687968	82	mce2A
NC_000962.3	690078	690140	62	mce2C
NC_000962.3	701241	701310	69	_
NC_000962.3	701312	701437	125	Rv0605
NC_000962.3	702054	702168	114	Rv0606
NC_000962.3	702278	702357	79	Rv0606
NC_000962.3	702537	702626	89	Rv0606
NC_000962.3	709419	709488	69	Rv0613c,Rv0614
NC_000962.3	709491	709543	52	Rv0613c,Rv0614
NC_000962.3	709580	709665	85	Rv0614
NC_000962.3	711562	711704	142	galTa
NC_000962.3	716626	716677	51	vapB30,vapC30
NC_000962.3	717241	717294	53	Rv0625c
NC_000962.3	717639	717716	77	Rv0625c
NC_000962.3	718308	718365	57	vapC5
NC_000962.3	718810	718862	52	Rv0628c
NC_000962.3	718863	718925	62	Rv0628c
NC_000962.3	719127	719199	72	Rv0628c
NC_000962.3	719382	719464	82	Rv0628c
NC_000962.3	719465	719545	80	Rv0628c
NC_000962.3	719636	719687	51	Rv0628c
NC_000962.3	736225	736297	72	_
NC_000962.3	737307	737389	82	mmaA3
NC_000962.3	737988	738060	72	mmaA3
NC_000962.3	738336	738418	82	mmaA2
NC_000962.3	738722	738787	65	mmaA2
NC_000962.3	738921	738973	52	mmaA2
NC_000962.3	738980	739051	71	mmaA2
NC_000962.3	739052	739143	91	mmaA2
NC_000962.3	742561	742637	76	Rv0647c
NC_000962.3	747948	747999	51	_
NC_000962.3	755258	755330	72	_
NC_000962.3	776714	776767	53	mmpL5
NC_000962.3	786024	786080	56	_
NC_000962.3	795467	795526	59	Rv0695,Rv0696
NC_000962.3	798662	798738	76	_
NC_000962.3	798997	799068	71	Rv0698
NC_000962.3	812847	812897	50	_
NC_000962.3	818307	818357	50	Rv0725c
NC_000962.3	829701	829772	71	Rv0737
NC_000962.3	830628	830684	56	_
NC_000962.3	830711	830764	53	_
NC_000962.3	831187	831262	75	Rv0739
NC_000962.3	832082	832361	279	Rv0740
NC_000962.3	832653	832757	104	Rv0741
NC_000962.3	833148	833199	51	PE_PGRS8
NC_000962.3	833208	833260	52	PE_PGRS8
NC_000962.3	833317	833495	178	PE_PGRS8
NC_000962.3	835079	835202	123	Rv0745
NC_000962.3	835404	835457	53	Rv0745
NC_000962.3	835803	835890	87	PE_PGRS9
NC_000962.3	836060	836121	61	PE_PGRS9
NC_000962.3	836180	836251	71	PE_PGRS9
NC_000962.3	837907	837987	80	PE_PGRS9
NC_000962.3	838694	838762	68	PE_PGRS10
NC_000962.3	838769	838896	127	PE_PGRS10
NC_000962.3	839254	839307	53	PE_PGRS10
NC_000962.3	839353	839422	69	PE_PGRS10
NC_000962.3	839445	839507	62	PE_PGRS10
NC_000962.3	839624	839763	139	PE_PGRS10
NC_000962.3	839791	839841	50	PE_PGRS10
NC_000962.3	839915	839987	72	PE_PGRS10
NC_000962.3	839999	840071	72	PE_PGRS10
NC_000962.3	840134	840196	62	PE_PGRS10
NC_000962.3	840209	840270	61	PE_PGRS10
NC_000962.3	840329	840381	52	PE_PGRS10
NC_000962.3	840690	840759	69	PE_PGRS10
NC_000962.3	840799	840850	51	PE_PGRS10
NC_000962.3	840958	841072	114	vapB31
NC_000962.3	841141	841207	66	vapB31
NC_000962.3	841223	841665	442	vapC31
NC_000962.3	841940	842015	75	_
NC_000962.3	842057	842469	412	Rv0750,mmsB
NC_000962.3	849911	849964	53	PPE12
NC_000962.3	863184	863259	75	Rv0770
NC_000962.3	889012	891465	2453	Rv0795,Rv0796,Rv0797
NC_000962.3	908175	909350	1175	sseC2,cysA2
NC_000962.3	917605	917739	134	Rv0823c,desA1
NC_000962.3	921572	921896	324	Rv0828c,Rv0829
NC_000962.3	925069	925132	63	PE_PGRS12
NC_000962.3	925261	925404	143	PE_PGRS12,PE_PGRS13
NC_000962.3	925730	925801	71	PE_PGRS13
NC_000962.3	925811	925882	71	PE_PGRS13
NC_000962.3	926012	926098	86	PE_PGRS13
NC_000962.3	926117	926203	86	PE_PGRS13
NC_000962.3	926216	926293	77	PE_PGRS13
NC_000962.3	926315	926392	77	PE_PGRS13
NC_000962.3	926514	926595	81	PE_PGRS13
NC_000962.3	926629	926687	58	PE_PGRS13
NC_000962.3	926902	926960	58	PE_PGRS13
NC_000962.3	927379	927458	79	PE_PGRS13
NC_000962.3	927889	927939	50	PE_PGRS14
NC_000962.3	958453	958521	68	fadB
NC_000962.3	960160	960331	171	_
NC_000962.3	964576	965081	505	rpfA
NC_000962.3	968778	968828	50	PE_PGRS15
NC_000962.3	969873	969933	60	PE_PGRS15
NC_000962.3	972604	972656	52	Rv0874c
NC_000962.3	972657	972719	62	Rv0874c
NC_000962.3	972921	972993	72	Rv0874c
NC_000962.3	973176	973258	82	Rv0874c
NC_000962.3	973259	973339	80	Rv0874c
NC_000962.3	973430	973481	51	Rv0874c
NC_000962.3	977516	977569	53	PPE13
NC_000962.3	977978	978030	52	PPE13
NC_000962.3	978086	978142	56	PPE13
NC_000962.3	996026	996088	62	Rv0893c
NC_000962.3	1064046	1064117	71	sucD,Rv0953c
NC_000962.3	1071257	1071317	60	Rv0958,Rv0959
NC_000962.3	1090965	1091020	55	PE_PGRS16
NC_000962.3	1093231	1093319	88	_
NC_000962.3	1093449	1093646	197	PE_PGRS17
NC_000962.3	1093649	1094592	943	PE_PGRS17
NC_000962.3	1094864	1094952	88	rpmF
NC_000962.3	1095202	1095324	122	PE_PGRS18
NC_000962.3	1095330	1095744	414	PE_PGRS18
NC_000962.3	1095842	1096698	856	PE_PGRS18
NC_000962.3	1121039	1121089	50	Rv1004c
NC_000962.3	1121120	1121170	50	Rv1004c
NC_000962.3	1121656	1121730	74	Rv1004c
NC_000962.3	1159194	1159244	50	Rv1034c
NC_000962.3	1160330	1160420	90	Rv1036c
NC_000962.3	1160536	1161158	622	esxI,esxJ
NC_000962.3	1161300	1161364	64	PPE15
NC_000962.3	1162561	1162611	50	PE8
NC_000962.3	1164563	1165554	991	Rv1041c,Rv1042c
NC_000962.3	1169291	1170738	1447	Rv1047
NC_000962.3	1179345	1179396	51	Rv1057
NC_000962.3	1182320	1182381	61	_
NC_000962.3	1188517	1188617	100	PE_PGRS19
NC_000962.3	1188811	1188902	91	PE_PGRS19
NC_000962.3	1188973	1189046	73	PE_PGRS19
NC_000962.3	1189338	1189392	54	PE_PGRS19
NC_000962.3	1189421	1189539	118	PE_PGRS19
NC_000962.3	1189727	1190176	449	PE_PGRS19
NC_000962.3	1190248	1190298	50	PE_PGRS19
NC_000962.3	1190853	1190943	90	PE_PGRS20
NC_000962.3	1191129	1191220	91	PE_PGRS20
NC_000962.3	1191276	1191900	624	PE_PGRS20
NC_000962.3	1211638	1211690	52	PE_PGRS21
NC_000962.3	1211727	1211787	60	PE_PGRS21
NC_000962.3	1211807	1211859	52	PE_PGRS21
NC_000962.3	1211905	1212011	106	PE_PGRS21
NC_000962.3	1212012	1212128	116	PE_PGRS21
NC_000962.3	1212309	1212379	70	PE_PGRS21
NC_000962.3	1216547	1216648	101	PE_PGRS22
NC_000962.3	1216716	1216768	52	PE_PGRS22
NC_000962.3	1216816	1216920	104	PE_PGRS22
NC_000962.3	1216921	1217037	116	PE_PGRS22
NC_000962.3	1217581	1217641	60	PE_PGRS22
NC_000962.3	1217653	1217713	60	PE_PGRS22
NC_000962.3	1218069	1218131	62	PE_PGRS22
NC_000962.3	1230570	1230647	77	_
NC_000962.3	1251677	1251751	74	Rv1128c
NC_000962.3	1262917	1263030	113	PPE16
NC_000962.3	1263083	1263189	106	PPE16
NC_000962.3	1263706	1263759	53	PPE16
NC_000962.3	1267218	1267268	50	_
NC_000962.3	1275554	1275606	52	_
NC_000962.3	1275921	1276055	134	_
NC_000962.3	1276288	1276797	509	Rv1148c
NC_000962.3	1276873	1277747	874	Rv1148c
NC_000962.3	1277796	1278828	1032	Rv1149,Rv1150
NC_000962.3	1281894	1282021	127	_
NC_000962.3	1284406	1284472	66	Rv1158c
NC_000962.3	1284490	1284556	66	Rv1158c
NC_000962.3	1287558	1287626	68	narG
NC_000962.3	1287809	1288094	285	narG
NC_000962.3	1293001	1293069	68	narJ
NC_000962.3	1305489	1305664	175	fbiC
NC_000962.3	1319184	1319261	77	pks4
NC_000962.3	1326282	1326332	50	fadD21
NC_000962.3	1339342	1339838	496	PPE18
NC_000962.3	1339885	1340000	115	PPE18
NC_000962.3	1340005	1340059	54	PPE18
NC_000962.3	1340060	1340396	336	PPE18
NC_000962.3	1340490	1342738	2248	PPE18,esxK,esxL,Rv1199c
NC_000962.3	1351193	1351282	89	folP2
NC_000962.3	1357059	1357128	69	_
NC_000962.3	1357246	1357301	55	PE14
NC_000962.3	1386153	1386213	60	PE_PGRS23
NC_000962.3	1386284	1386358	74	PE_PGRS23
NC_000962.3	1386450	1386500	50	PE_PGRS23
NC_000962.3	1388109	1388169	60	Rv1245c
NC_000962.3	1408677	1408728	51	Rv1260
NC_000962.3	1441363	1441724	361	Rv1288
NC_000962.3	1443432	1443485	53	Rv1290c
NC_000962.3	1451771	1452002	231	thrC,thrB
NC_000962.3	1456571	1456624	53	hemK
NC_000962.3	1457458	1457567	109	hemK,Rv1301
NC_000962.3	1468159	1469622	1463	Rv1313c
NC_000962.3	1479347	1479408	61	Rv1318c
NC_000962.3	1479486	1479537	51	Rv1318c
NC_000962.3	1479715	1479924	209	Rv1318c
NC_000962.3	1481021	1481082	61	Rv1319c
NC_000962.3	1481103	1481158	55	Rv1319c
NC_000962.3	1481160	1481211	51	Rv1319c
NC_000962.3	1481389	1481442	53	Rv1319c
NC_000962.3	1481443	1481598	155	Rv1319c
NC_000962.3	1482822	1482877	55	Rv1320c
NC_000962.3	1483108	1483164	56	Rv1320c
NC_000962.3	1483195	1483253	58	Rv1320c
NC_000962.3	1483263	1483317	54	Rv1320c
NC_000962.3	1488082	1488146	64	_
NC_000962.3	1489372	1489422	50	PE_PGRS24
NC_000962.3	1489536	1489646	110	PE_PGRS24
NC_000962.3	1489737	1489797	60	PE_PGRS24
NC_000962.3	1532534	1532921	387	PPE19
NC_000962.3	1532985	1533657	672	PPE19
NC_000962.3	1541943	1543314	1371	Rv1369c,Rv1370c
NC_000962.3	1568047	1568105	58	_
NC_000962.3	1573396	1573529	133	PE_PGRS25
NC_000962.3	1573554	1573605	51	PE_PGRS25
NC_000962.3	1606513	1606564	51	PE16
NC_000962.3	1612561	1612664	103	Rv1435c
NC_000962.3	1618324	1618378	54	PE_PGRS26
NC_000962.3	1618466	1618526	60	PE_PGRS26
NC_000962.3	1618615	1618676	61	PE_PGRS26
NC_000962.3	1619291	1619361	70	PE_PGRS26
NC_000962.3	1619404	1619456	52	PE_PGRS26
NC_000962.3	1625353	1625421	68	opcA,zwf2
NC_000962.3	1631061	1631116	55	PE_PGRS27
NC_000962.3	1631415	1631466	51	PE_PGRS27
NC_000962.3	1631764	1631832	68	PE_PGRS27
NC_000962.3	1632056	1632127	71	PE_PGRS27
NC_000962.3	1632761	1632823	62	PE_PGRS27
NC_000962.3	1633404	1633466	62	PE_PGRS27
NC_000962.3	1633476	1634540	1064	PE_PGRS27
NC_000962.3	1634592	1634796	204	PE_PGRS27
NC_000962.3	1636798	1636861	63	PE_PGRS28
NC_000962.3	1636871	1636939	68	PE_PGRS28
NC_000962.3	1637126	1638142	1016	PE_PGRS28
NC_000962.3	1638194	1638398	204	PE_PGRS28,Rv1453
NC_000962.3	1644241	1644371	130	Rv1458c,Rv1459c
NC_000962.3	1654153	1654205	52	fadE15
NC_000962.3	1656140	1656199	59	PE_PGRS29
NC_000962.3	1656327	1656409	82	PE_PGRS29
NC_000962.3	1656515	1656595	80	PE_PGRS29
NC_000962.3	1672404	1672465	61	Rv1482c
NC_000962.3	1678949	1679018	69	Rv1489A
NC_000962.3	1685476	1685545	69	mutB
NC_000962.3	1699862	1699919	57	Rv1508c,Rv1508A
NC_000962.3	1702155	1702205	50	Rv1510
NC_000962.3	1702383	1702469	86	Rv1510
NC_000962.3	1702675	1702853	178	_
NC_000962.3	1703070	1703127	57	gmdA
NC_000962.3	1710883	1710944	61	Rv1519
NC_000962.3	1712841	1712891	50	fadD25
NC_000962.3	1713496	1713546	50	fadD25
NC_000962.3	1713672	1713752	80	fadD25
NC_000962.3	1722649	1722699	50	pks5
NC_000962.3	1722808	1722889	81	pks5
NC_000962.3	1723226	1723283	57	pks5
NC_000962.3	1723514	1723594	80	pks5
NC_000962.3	1725515	1725565	50	pks5
NC_000962.3	1730044	1730094	50	fadD24
NC_000962.3	1730875	1730955	80	fadD24
NC_000962.3	1731134	1731202	68	fadD24
NC_000962.3	1735540	1735634	94	_
NC_000962.3	1753011	1753061	50	PPE21
NC_000962.3	1753286	1753336	50	PPE21
NC_000962.3	1773951	1774108	157	Rv1566c
NC_000962.3	1779803	1779883	80	_
NC_000962.3	1779890	1780152	262	Rv1574
NC_000962.3	1780237	1780583	346	Rv1574,Rv1575
NC_000962.3	1780897	1781009	112	Rv1576c
NC_000962.3	1781120	1781192	72	Rv1576c
NC_000962.3	1781257	1781498	241	Rv1576c
NC_000962.3	1781499	1781605	106	Rv1576c
NC_000962.3	1781614	1781759	145	Rv1576c
NC_000962.3	1781760	1781983	223	Rv1576c
NC_000962.3	1782092	1782158	66	Rv1577c
NC_000962.3	1782219	1782290	71	Rv1577c
NC_000962.3	1782294	1782526	232	Rv1577c
NC_000962.3	1782555	1782791	236	Rv1577c,Rv1578c
NC_000962.3	1786159	1786304	145	Rv1583c
NC_000962.3	1788505	1789871	1366	Rv1587c,Rv1588c
NC_000962.3	1814849	1815129	280	_
NC_000962.3	1828799	1828859	60	_
NC_000962.3	1830065	1830124	59	Rv1627c,Rv1628c
NC_000962.3	1865011	1865069	58	PE_PGRS30
NC_000962.3	1875414	1875503	89	pks7
NC_000962.3	1875876	1875966	90	pks7
NC_000962.3	1876149	1876233	84	pks7
NC_000962.3	1876403	1876591	188	pks7
NC_000962.3	1876599	1876673	74	pks7
NC_000962.3	1879286	1879380	94	pks7
NC_000962.3	1879512	1879564	52	pks7
NC_000962.3	1880679	1880747	68	pks7
NC_000962.3	1880755	1880808	53	pks7
NC_000962.3	1880822	1880876	54	pks7
NC_000962.3	1880883	1880942	59	pks7
NC_000962.3	1881811	1881900	89	pks8
NC_000962.3	1882243	1882357	114	pks8
NC_000962.3	1882540	1882624	84	pks8
NC_000962.3	1882693	1882759	66	pks8
NC_000962.3	1882791	1882978	187	pks8
NC_000962.3	1882987	1883061	74	pks8
NC_000962.3	1883353	1883403	50	pks8
NC_000962.3	1885849	1885901	52	pks8
NC_000962.3	1886334	1886386	52	pks8
NC_000962.3	1886689	1886750	61	pks17
NC_000962.3	1886988	1887056	68	pks17
NC_000962.3	1887064	1887117	53	pks17
NC_000962.3	1887131	1887185	54	pks17
NC_000962.3	1887192	1887251	59	pks17
NC_000962.3	1889504	1889554	50	pks9
NC_000962.3	1895346	1895598	252	_
NC_000962.3	1907451	1907582	131	_
NC_000962.3	1933296	1933383	87	PPE23
NC_000962.3	1933711	1933761	50	PPE23
NC_000962.3	1946845	1947026	181	_
NC_000962.3	1955432	1955482	50	Rv1729c
NC_000962.3	1963152	1963220	68	narX
NC_000962.3	1963419	1963704	285	narX
NC_000962.3	1963887	1963955	68	narX
NC_000962.3	1967879	1967930	51	vapB34,vapC34
NC_000962.3	1971232	1971333	101	Rv1744c
NC_000962.3	1981807	1981862	55	PPE24
NC_000962.3	1982011	1982230	219	PPE24
NC_000962.3	1982877	1983331	454	PPE24
NC_000962.3	1983727	1983814	87	PPE24
NC_000962.3	1987172	1987240	68	plcD
NC_000962.3	1987343	1987405	62	plcD
NC_000962.3	1987692	1989067	1375	plcD,Rv1756c,Rv1757c,cut1
NC_000962.3	1989893	1989971	78	wag22
NC_000962.3	1991218	1991281	63	wag22
NC_000962.3	1991426	1991479	53	wag22
NC_000962.3	1991788	1991849	61	wag22
NC_000962.3	1992053	1992110	57	wag22
NC_000962.3	1992281	1992333	52	wag22
NC_000962.3	1996091	1998617	2526	Rv1763,Rv1764,Rv1765c
NC_000962.3	2000923	2000997	74	PE_PGRS31
NC_000962.3	2001008	2001061	53	PE_PGRS31
NC_000962.3	2025295	2025857	562	PPE25
NC_000962.3	2025890	2026166	276	PPE25
NC_000962.3	2028419	2029245	826	PPE27
NC_000962.3	2030327	2030647	320	esxM
NC_000962.3	2030702	2030985	283	esxN
NC_000962.3	2039730	2039780	50	PPE28
NC_000962.3	2043796	2043857	61	PPE30
NC_000962.3	2047626	2047720	94	Rv1805c
NC_000962.3	2048788	2048841	53	PPE31
NC_000962.3	2050286	2050397	111	PPE32
NC_000962.3	2059424	2059607	183	Rv1817
NC_000962.3	2061694	2061744	50	PE_PGRS33
NC_000962.3	2061799	2061865	66	PE_PGRS33
NC_000962.3	2061961	2062039	78	PE_PGRS33
NC_000962.3	2062060	2062128	68	PE_PGRS33
NC_000962.3	2062285	2062368	83	PE_PGRS33
NC_000962.3	2062447	2062514	67	PE_PGRS33
NC_000962.3	2069015	2069068	53	_
NC_000962.3	2074429	2074638	209	Rv1829
NC_000962.3	2089091	2089161	70	PE_PGRS34
NC_000962.3	2089291	2089347	56	PE_PGRS34
NC_000962.3	2102845	2102898	53	ndh
NC_000962.3	2115707	2115757	50	_
NC_000962.3	2133992	2134045	53	rpfC
NC_000962.3	2134921	2134974	53	fbpB
NC_000962.3	2135423	2135492	69	fbpB
NC_000962.3	2135532	2135615	83	fbpB
NC_000962.3	2135664	2135747	83	fbpB
NC_000962.3	2156797	2156877	80	Rv1910c
NC_000962.3	2157476	2157556	80	lppC
NC_000962.3	2163192	2163251	59	PPE34
NC_000962.3	2163321	2163489	168	PPE34
NC_000962.3	2163724	2164094	370	PPE34
NC_000962.3	2164433	2164535	102	PPE34
NC_000962.3	2165160	2165219	59	PPE34
NC_000962.3	2165320	2165585	265	PPE34
NC_000962.3	2166076	2166139	63	PPE34
NC_000962.3	2166373	2166469	96	PPE34
NC_000962.3	2166486	2166561	75	PPE34
NC_000962.3	2166979	2167032	53	PPE34
NC_000962.3	2167845	2167900	55	PPE35
NC_000962.3	2168807	2168871	64	PPE35
NC_000962.3	2168885	2168949	64	PPE35
NC_000962.3	2168981	2169055	74	PPE35
NC_000962.3	2169059	2169133	74	PPE35
NC_000962.3	2169570	2169627	57	PPE35
NC_000962.3	2170280	2170333	53	PPE35
NC_000962.3	2195905	2196779	874	Rv1944c,Rv1945
NC_000962.3	2196855	2197247	392	Rv1945
NC_000962.3	2197278	2197364	86	Rv1945
NC_000962.3	2198684	2198818	134	Rv1948c
NC_000962.3	2230719	2230772	53	_
NC_000962.3	2260252	2260308	56	_
NC_000962.3	2260342	2260438	96	_
NC_000962.3	2261439	2261517	78	Rv2014
NC_000962.3	2262003	2263174	1171	Rv2015c
NC_000962.3	2294814	2294910	96	pks12
NC_000962.3	2295173	2295241	68	pks12
NC_000962.3	2295288	2296014	726	pks12
NC_000962.3	2296028	2296426	398	pks12
NC_000962.3	2296958	2297044	86	pks12
NC_000962.3	2298088	2298159	71	pks12
NC_000962.3	2299185	2300127	942	pks12
NC_000962.3	2300206	2300387	181	pks12
NC_000962.3	2300445	2300579	134	pks12
NC_000962.3	2300910	2301006	96	pks12
NC_000962.3	2301263	2301331	68	pks12
NC_000962.3	2301378	2302104	726	pks12
NC_000962.3	2302118	2302516	398	pks12
NC_000962.3	2303045	2303131	86	pks12
NC_000962.3	2304130	2304201	71	pks12
NC_000962.3	2305254	2306196	942	pks12
NC_000962.3	2306275	2306456	181	pks12
NC_000962.3	2306511	2306645	134	pks12
NC_000962.3	2330142	2330213	71	cobL
NC_000962.3	2337967	2338101	134	Rv2081c
NC_000962.3	2339362	2339431	69	Rv2082
NC_000962.3	2339440	2339509	69	Rv2082
NC_000962.3	2340560	2340694	134	Rv2082
NC_000962.3	2341428	2341478	50	Rv2083
NC_000962.3	2347385	2347619	234	Rv2090
NC_000962.3	2357840	2357900	60	PE_PGRS36
NC_000962.3	2358658	2358714	56	Rv2100
NC_000962.3	2358754	2358831	77	Rv2100
NC_000962.3	2358917	2358990	73	Rv2100
