HmRegion_Num	Chr	Start	End	Center	Length	Overlap_Genes	NOvrlap_Transposase	num_HmAln_All	num_HmAln_PR_BelowSeqID100	num_HmAln_PR_MinSeqID99	HmRegionNum	HmRegionID	NOvrlap_IS6110_Label	PR_SetID	NPossible_SNPs_Total	NPossible_ParalogSNPs	NObserved_SNPs_Total	NObserved_SNPs_MatchParalogSNP	p_value	log_p_value	neglog_p_value	NExpected_MatchParalogSNP	p_corr	neglog_p_corr	NucDivHotspot_Ovrlap	FoldEnrichment	LogFoldEnrichment	Log2FoldEnrichment	AbsEnrichment	SizeFactor	Fraction_SNPs_MatchParalog
13	NC_000962.3	366432	368602	367517.0	2170	PPE5	0	1	1	1	13	PR_HmRegion_013	0	PR_Set_12	6510	347	19	4	0.016259810239761842	-4.119058845289589	4.119058845289589	1.0127496159754223	1.0	0.0	0	3.9496435613529504	0.5965579041524517	1.9817224620311515	2.987250384024578	0.018604651162790697	0.21052631578947367
14	NC_000962.3	373173	375119	374146.0	1946	PPE6	0	1	1	1	14	PR_HmRegion_014	0	PR_Set_12	5838	348	9	1	0.4250840517025403	-0.8554683609100571	0.8554683609100571	0.5364850976361768	1.0	0.0	0	1.8639846743295019	0.27044233726608974	0.898389998211227	0.4635149023638232	0.004651162790697674	0.1111111111111111
15	NC_000962.3	400151	401701	400926.0	1550	Rv0336	0	1	1	0	15	PR_HmRegion_015	0	PR_Set_13	4650	1	14	3	0.0	500.0	500.0	0.003010752688172043	1e-40	500.0	0	996.4285714285714	2.9984461719313784	9.960622579546309	2.996989247311828	0.013953488372093023	0.21428571428571427
16	NC_000962.3	424843	425566	425204.5	723	PPE8	0	1	1	1	16	PR_HmRegion_016	0	PR_Set_14	2169	139	8	1	0.41182429170402524	-0.8871584970448054	0.8871584970448054	0.5126786537574919	1.0	0.0	0	1.950539568345324	0.29015476476815466	0.9638732649487667	0.4873213462425081	0.004651162790697674	0.125
17	NC_000962.3	433399	434095	433747.0	696	PPE8	0	1	1	1	17	PR_HmRegion_017	0	PR_Set_14	2088	139	6	1	0.3389030492928203	-1.082041202792135	1.082041202792135	0.3994252873563219	1.0	0.0	0	2.503597122302158	0.3985644436924858	1.3240024231252205	0.6005747126436781	0.004651162790697674	0.16666666666666666
18	NC_000962.3	473743	474099	473921.0	356	Rv0393	0	1	1	1	18	PR_HmRegion_018	0	PR_Set_15	1068	18	15	11	8.641859555633404e-19	-41.59249898088315	41.59249898088315	0.25280898876404495	1.3567719502344443e-16	36.53625317553484	0	43.51111111111111	1.6386001736917755	5.44331195327402	10.747191011235955	0.05116279069767442	0.7333333333333333
19	NC_000962.3	475809	476177	475993.0	368	Rv0397	0	1	1	1	19	PR_HmRegion_019	0	PR_Set_15	1104	18	20	12	3.4832398394688096e-19	-42.50115391784896	42.50115391784896	0.32608695652173914	5.468686547966031e-17	37.444908112500656	0	36.8	1.5658478186735176	5.20163386116965	11.673913043478262	0.05581395348837209	0.6
20	NC_000962.3	562306	562394	562350.0	88	Rv0471c	0	1	1	1	20	PR_HmRegion_020	0	PR_Set_16	264	4	2	0	1.0	0.0	-0.0	0.030303030303030304	1.0	0.0	0	0.0	0.0	0.0	-0.030303030303030304	0.0	0.0
23	NC_000962.3	580576	580660	580618.0	84	senX3	0	1	0	0	23	PR_HmRegion_023	0	PR_Set_18	252	0	1	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
24	NC_000962.3	580730	580814	580772.0	84	regX3	0	1	0	0	24	PR_HmRegion_024	0	PR_Set_18	252	0	3	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
25	NC_000962.3	606510	608060	607285.0	1550	Rv0515,Rv0516c	0	1	1	0	25	PR_HmRegion_025	0	PR_Set_13	4650	1	10	3	0.0	500.0	500.0	0.002150537634408602	1e-40	500.0	0	1395.0	3.1445742076096166	10.44604940671655	2.9978494623655916	0.013953488372093023	0.3
27	NC_000962.3	685218	692589	688903.5	7371	yrbE2A,yrbE2B,mce2A,mce2B,Rv0590A,mce2C,mce2D,lprL	0	1	1	1	27	PR_HmRegion_027	0	PR_Set_6	22113	1589	54	6	0.18973532278724928	-1.6621252159558153	1.6621252159558153	3.8803418803418803	1.0	0.0	0	1.5462555066079295	0.18928125927270137	0.6287787330136457	2.1196581196581197	0.027906976744186046	0.1111111111111111
28	NC_000962.3	701363	702728	702045.5	1365	Rv0605,Rv0606	1	1	1	1	28	PR_HmRegion_028	0	PR_Set_20	4095	229	3	0	1.0	0.0	-0.0	0.16776556776556778	1.0	0.0	0	0.0	0.0	0.0	-0.16776556776556778	0.0	0.0
29	NC_000962.3	718763	719929	719346.0	1166	Rv0628c	0	1	1	1	29	PR_HmRegion_029	0	PR_Set_21	3498	168	8	0	1.0	0.0	-0.0	0.38421955403087477	1.0	0.0	0	0.0	0.0	0.0	-0.38421955403087477	0.0	0.0
30	NC_000962.3	832044	832356	832200.0	312	Rv0740	0	1	1	1	30	PR_HmRegion_030	0	PR_Set_22	936	11	8	2	0.003385870208792185	-5.68814432772669	5.68814432772669	0.09401709401709402	0.531581622780373	0.631898522378382	0	21.272727272727273	1.3278231722519178	4.4109331009461075	1.9059829059829059	0.009302325581395349	0.25
31	NC_000962.3	835775	836519	836147.0	744	PE_PGRS9	0	2	2	2	31	PR_HmRegion_031	0	PR_Set_23	2232	145	5	0	1.0	0.0	-0.0	0.324820788530466	1.0	0.0	0	0.0	0.0	0.0	-0.324820788530466	0.0	0.0
32	NC_000962.3	838485	841665	840075.0	3180	PE_PGRS10,vapB31,vapC31	0	8	8	8	32	PR_HmRegion_032	0	PR_Set_10	9540	1272	73	43	6.095098299529584e-20	-44.24421696916635	44.24421696916635	9.733333333333333	9.569304330261448e-18	39.18797116381805	0	4.417808219178083	0.6452068588508307	2.1433307914305995	33.266666666666666	0.2	0.589041095890411
33	NC_000962.3	842019	842331	842175.0	312	Rv0750	0	1	1	1	33	PR_HmRegion_033	0	PR_Set_22	936	11	32	27	0.0	500.0	500.0	0.37606837606837606	1e-40	500.0	0	71.79545454545455	1.8560969494189616	6.165820603109576	26.623931623931625	0.12558139534883722	0.84375
34	NC_000962.3	889019	891461	890240.0	2442	Rv0795,Rv0796,Rv0797	3	15	1	0	34	PR_HmRegion_034	2	PR_Set_24	7326	1	29	1	0.003958503958503959	-5.531889113342913	5.531889113342913	0.003958503958503959	0.6214851214851216	0.47564330799460564	0	252.62068965517238	2.40246891642957	7.980828990580987	0.996041496041496	0.004651162790697674	0.034482758620689655
35	NC_000962.3	908180	909346	908763.0	1166	sseC2,cysA2	0	1	0	0	35	PR_HmRegion_035	0	PR_Set_25	3498	0	9	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
36	NC_000962.3	921579	921893	921736.0	314	Rv0828c,Rv0829	1	3	3	3	36	PR_HmRegion_036	0	PR_Set_20	942	46	12	7	2.7559176199527036e-07	-15.104345189417963	15.104345189417963	0.5859872611464969	4.3267906633257447e-05	10.048099384069655	0	11.945652173913041	1.0772098650779351	3.5784137148922177	6.414012738853503	0.03255813953488372	0.5833333333333334
37	NC_000962.3	925071	927514	926292.5	2443	PE_PGRS12,PE_PGRS13	0	3	3	3	37	PR_HmRegion_037	0	PR_Set_10	7329	582	24	1	0.863173636704747	-0.14713940685568638	0.14713940685568638	1.9058534588620546	1.0	0.0	0	0.5246993127147767	-0.28008950466839533	-0.9304371946410275	-0.9058534588620546	0.004651162790697674	0.041666666666666664
38	NC_000962.3	960166	960326	960246.0	160	_	0	8	5	5	38	PR_HmRegion_038	0	PR_Set_26	480	21	1	0	1.0	0.0	-0.0	0.04375	1.0	0.0	0	0.0	0.0	0.0	-0.04375	0.0	0.0
39	NC_000962.3	972557	973723	973140.0	1166	Rv0874c	0	1	1	1	39	PR_HmRegion_039	0	PR_Set_21	3498	168	8	1	0.32575181440867373	-1.1216194930537462	1.1216194930537462	0.38421955403087477	1.0	0.0	0	2.6026785714285716	0.4154205364248513	1.3799971511428923	0.6157804459691252	0.004651162790697674	0.125
40	NC_000962.3	1093195	1094592	1093893.5	1397	PE_PGRS17	0	2	2	2	40	PR_HmRegion_040	0	PR_Set_27	4191	82	46	31	7.480531381874649e-45	-101.60402535490887	101.60402535490887	0.9000238606537818	1e-40	96.54777954956056	0	34.443531283138924	1.5371076706028264	5.106161155842398	30.099976139346218	0.14418604651162792	0.6739130434782609
41	NC_000962.3	1094827	1096692	1095759.5	1865	Rv0979c,rpmF,PE_PGRS18	0	2	2	2	41	PR_HmRegion_041	0	PR_Set_27	5595	74	122	91	0.0	500.0	500.0	1.6135835567470955	1e-40	500.0	2	56.39621178555605	1.751249932779738	5.817526352870616	89.3864164432529	0.4232558139534884	0.7459016393442623
42	NC_000962.3	1160538	1161167	1160852.5	629	esxI,esxJ	0	4	4	3	42	PR_HmRegion_042	0	PR_Set_28	1887	46	15	10	7.278187971839838e-14	-30.251309375655538	30.251309375655538	0.3656597774244833	1.1426755115788545e-11	25.19506357030723	0	27.347826086956523	1.436922809427676	4.773354250822276	9.634340222575517	0.046511627906976744	0.6666666666666666
43	NC_000962.3	1164571	1165549	1165060.0	978	Rv1041c,Rv1042c	2	1	0	0	43	PR_HmRegion_043	0	PR_Set_29	2934	0	12	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
44	NC_000962.3	1169296	1170733	1170014.5	1437	Rv1047	1	5	3	0	44	PR_HmRegion_044	0	PR_Set_30	4311	2	34	16	0.0	500.0	500.0	0.01577360241243331	1e-40	500.0	0	1014.3529411764705	3.0061890928035764	9.986344005928153	15.984226397587566	0.07441860465116279	0.47058823529411764
45	NC_000962.3	1188420	1190175	1189297.5	1755	PE_PGRS19	0	1	1	1	45	PR_HmRegion_045	0	PR_Set_31	5265	91	14	0	1.0	0.0	-0.0	0.24197530864197528	1.0	0.0	0	0.0	0.0	0.0	-0.24197530864197528	0.0	0.0
46	NC_000962.3	1190756	1191899	1191327.5	1143	PE_PGRS20	0	1	1	1	46	PR_HmRegion_046	0	PR_Set_31	3429	91	33	4	0.010545013897627426	-4.552102147113243	4.552102147113243	0.8757655293088364	1.0	0.0	0	4.567432567432567	0.6596721442439254	2.1913834293784844	3.124234470691164	0.018604651162790697	0.12121212121212122
47	NC_000962.3	1211526	1212209	1211867.5	683	PE_PGRS21	0	1	1	1	47	PR_HmRegion_047	0	PR_Set_32	2049	99	10	2	0.08075550386670649	-2.516329159865176	2.516329159865176	0.48316251830161056	1.0	0.0	0	4.13939393939394	0.6169367594676263	2.049419554044275	1.5168374816983894	0.009302325581395349	0.2
48	NC_000962.3	1216433	1217118	1216775.5	685	PE_PGRS22	0	1	1	1	48	PR_HmRegion_048	0	PR_Set_32	2055	99	6	0	1.0	0.0	-0.0	0.28905109489051095	1.0	0.0	0	0.0	0.0	0.0	-0.28905109489051095	0.0	0.0
49	NC_000962.3	1275924	1276053	1275988.5	129	_	0	1	1	1	49	PR_HmRegion_049	0	PR_Set_33	387	5	1	0	1.0	0.0	-0.0	0.012919896640826873	1.0	0.0	1	0.0	0.0	0.0	-0.012919896640826873	0.0	0.0
50	NC_000962.3	1276292	1277797	1277044.5	1505	Rv1148c	0	1	1	1	50	PR_HmRegion_050	0	PR_Set_34	4515	62	188	155	0.0	500.0	500.0	2.5816168327796234	1e-40	500.0	1	60.03989361702128	1.7784399140578824	5.907849515577945	152.41838316722038	0.7209302325581395	0.824468085106383
51	NC_000962.3	1277842	1278820	1278331.0	978	Rv1149,Rv1150	2	1	0	0	51	PR_HmRegion_051	0	PR_Set_29	2934	0	18	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
52	NC_000962.3	1287354	1288094	1287724.0	740	narG	0	1	1	1	52	PR_HmRegion_052	0	PR_Set_35	2220	99	3	0	1.0	0.0	-0.0	0.1337837837837838	1.0	0.0	0	0.0	0.0	0.0	-0.1337837837837838	0.0	0.0
53	NC_000962.3	1338923	1340433	1339678.0	1510	PE13,PPE18	0	2	2	2	53	PR_HmRegion_053	0	PR_Set_36	4530	196	97	85	5.731840206946935e-111	-253.84090869011763	253.84090869011763	4.196909492273731	1e-40	248.78466288476932	1	20.252998106459078	1.3064893221044036	4.340063584768963	80.80309050772627	0.3953488372093023	0.8762886597938144
54	NC_000962.3	1340494	1341292	1340893.0	798	PPE18,esxK,esxL	0	4	4	4	54	PR_HmRegion_054	0	PR_Set_28	2394	53	128	87	0.0	500.0	500.0	2.83375104427736	1e-40	500.0	2	30.701356132075475	1.487157559440353	4.940230478229031	84.16624895572264	0.4046511627906977	0.6796875
55	NC_000962.3	1341295	1342730	1342012.5	1435	Rv1199c	1	5	4	0	55	PR_HmRegion_055	0	PR_Set_30	4305	2	38	12	0.0	500.0	500.0	0.017653890824622532	1e-40	500.0	1	679.7368421052631	2.832340809556507	9.408832509561776	11.982346109175378	0.05581395348837209	0.3157894736842105
56	NC_000962.3	1357376	1357613	1357494.5	237	PE14	0	1	1	1	56	PR_HmRegion_056	0	PR_Set_4	711	38	2	0	1.0	0.0	-0.0	0.10689170182841069	1.0	0.0	0	0.0	0.0	0.0	-0.10689170182841069	0.0	0.0
58	NC_000962.3	1468141	1469654	1468897.5	1513	Rv1313c	1	1	1	1	58	PR_HmRegion_058	0	PR_Set_38	4539	5	31	5	1.0606178968319318e-11	-25.26958436310815	25.26958436310815	0.03414849085701696	1.6651700980261328e-09	20.213338557759844	0	146.4193548387097	2.1655984889085764	7.193962462551018	4.965851509142983	0.023255813953488372	0.16129032258064516
59	NC_000962.3	1489087	1489833	1489460.0	746	PE_PGRS24	0	1	1	1	59	PR_HmRegion_059	0	PR_Set_10	2238	153	5	0	1.0	0.0	-0.0	0.3418230563002681	1.0	0.0	0	0.0	0.0	0.0	-0.3418230563002681	0.0	0.0
60	NC_000962.3	1532461	1533653	1533057.0	1192	PPE19	0	2	2	2	60	PR_HmRegion_060	0	PR_Set_36	3576	130	92	79	3.5107438028234425e-112	-256.63370249067515	256.63370249067515	3.344519015659955	1e-40	251.57745668532684	1	23.62073578595318	1.3732934217619295	4.561982000274954	75.65548098434004	0.3674418604651163	0.8586956521739131
62	NC_000962.3	1573170	1573856	1573513.0	686	PE_PGRS25	0	1	1	1	62	PR_HmRegion_062	0	PR_Set_11	2058	131	5	1	0.28048799365899957	-1.2712243582917675	1.2712243582917675	0.3182701652089407	1.0	0.0	0	3.1419847328244277	0.4972040704346311	1.651676170469156	0.6817298347910593	0.004651162790697674	0.2
63	NC_000962.3	1631389	1632123	1631756.0	734	PE_PGRS27	0	1	1	1	63	PR_HmRegion_063	0	PR_Set_39	2202	129	3	0	1.0	0.0	-0.0	0.1757493188010899	1.0	0.0	0	0.0	0.0	0.0	-0.1757493188010899	0.0	0.0
64	NC_000962.3	1633310	1634790	1634050.0	1480	PE_PGRS27	0	2	2	2	64	PR_HmRegion_064	0	PR_Set_23	4440	184	255	125	5.0727510693901596e-123	-281.5940831506009	281.5940831506009	10.567567567567568	1e-40	276.5378373452526	1	11.828644501278772	1.0729349796791845	3.5642128529836845	114.43243243243244	0.5813953488372093	0.49019607843137253
65	NC_000962.3	1636705	1639561	1638133.0	2856	PE_PGRS28,Rv1453	0	3	3	3	65	PR_HmRegion_065	0	PR_Set_23	8568	424	249	131	2.1297378471704213e-109	-250.22577624064496	250.22577624064496	12.322128851540615	1e-40	245.16953043529665	2	10.631279836326438	1.0265855497910945	3.410243379656426	118.67787114845939	0.6093023255813953	0.5261044176706827
67	NC_000962.3	1701374	1702581	1701977.5	1207	Rv1510	0	1	1	1	67	PR_HmRegion_067	0	PR_Set_41	3621	247	8	0	1.0	0.0	-0.0	0.5457056061861364	1.0	0.0	0	0.0	0.0	0.0	-0.5457056061861364	0.0	0.0
68	NC_000962.3	1702675	1702849	1702762.0	174	_	0	2	2	2	68	PR_HmRegion_068	0	PR_Set_9	522	23	4	0	1.0	0.0	-0.0	0.17624521072796934	1.0	0.0	0	0.0	0.0	0.0	-0.17624521072796934	0.0	0.0
69	NC_000962.3	1722178	1728375	1725276.5	6197	pks5	0	2	2	2	69	PR_HmRegion_069	0	PR_Set_42	18591	2412	24	2	0.8371573616482282	-0.17774321941448756	0.17774321941448756	3.113764724866871	1.0	0.0	0	0.6423092868988391	-0.19225579864639725	-0.6386599389284748	-1.1137647248668712	0.009302325581395349	0.08333333333333333
70	NC_000962.3	1735509	1735826	1735667.5	317	_	0	1	1	1	70	PR_HmRegion_070	0	PR_Set_43	951	41	4	0	1.0	0.0	-0.0	0.17245005257623555	1.0	0.0	0	0.0	0.0	0.0	-0.17245005257623555	0.0	0.0
74	NC_000962.3	1788513	1789865	1789189.0	1352	Rv1587c,Rv1588c	0	2	2	1	74	PR_HmRegion_074	0	PR_Set_3	4056	35	146	37	0.0	500.0	500.0	1.259861932938856	1e-40	500.0	2	29.368297455968687	1.4678787702575617	4.876187726807307	35.740138067061146	0.17209302325581396	0.2534246575342466
75	NC_000962.3	1814852	1815128	1814990.0	276	_	0	3	3	3	75	PR_HmRegion_075	0	PR_Set_9	828	43	2	0	1.0	0.0	-0.0	0.10386473429951691	1.0	0.0	0	0.0	0.0	0.0	-0.10386473429951691	0.0	0.0
76	NC_000962.3	1875403	1878873	1877138.0	3470	pks7	0	3	3	3	76	PR_HmRegion_076	0	PR_Set_46	10410	1011	20	1	0.8706505293255957	-0.1385146118901341	0.1385146118901341	1.9423631123919307	1.0	0.0	0	0.5148367952522256	-0.28833042174444606	-0.9578129286035973	-0.9423631123919307	0.004651162790697674	0.05
78	NC_000962.3	1881800	1883442	1882621.0	1642	pks8	0	1	1	1	78	PR_HmRegion_078	0	PR_Set_46	4926	277	7	0	1.0	0.0	-0.0	0.3936256597645148	1.0	0.0	0	0.0	0.0	0.0	-0.3936256597645148	0.0	0.0
81	NC_000962.3	1946848	1947023	1946935.5	175	_	0	1	1	1	81	PR_HmRegion_081	0	PR_Set_48	525	3	2	0	1.0	0.0	-0.0	0.011428571428571429	1.0	0.0	0	0.0	0.0	0.0	-0.011428571428571429	0.0	0.0
82	NC_000962.3	1963419	1964160	1963789.5	741	narX	0	1	1	1	82	PR_HmRegion_082	0	PR_Set_35	2223	99	4	0	1.0	0.0	-0.0	0.17813765182186234	1.0	0.0	0	0.0	0.0	0.0	-0.17813765182186234	0.0	0.0
85	NC_000962.3	2025301	2026163	2025732.0	862	PPE25	0	1	1	1	85	PR_HmRegion_085	0	PR_Set_49	2586	9	36	19	0.0	500.0	500.0	0.12529002320185614	1e-40	500.0	0	151.64814814814815	2.180837111290592	7.244584070369215	18.874709976798144	0.08837209302325581	0.5277777777777778
86	NC_000962.3	2028425	2029242	2028833.5	817	PPE27	0	1	1	1	86	PR_HmRegion_086	0	PR_Set_49	2451	9	23	14	0.0	500.0	500.0	0.08445532435740515	1e-40	500.0	0	165.76811594202897	2.219501001473398	7.373022733425119	13.915544675642595	0.06511627906976744	0.6086956521739131
87	NC_000962.3	2030331	2030983	2030657.0	652	esxM,esxN	0	4	4	4	87	PR_HmRegion_087	0	PR_Set_28	1956	50	38	33	1.3081102134598578e-53	-121.76842641814551	121.76842641814551	0.9713701431492843	1e-40	116.7121806127972	0	33.972631578947365	1.5311291893766412	5.086301071092377	32.02862985685071	0.15348837209302327	0.868421052631579
88	NC_000962.3	2047595	2047908	2047751.5	313	Rv1805c	0	1	1	1	88	PR_HmRegion_088	0	PR_Set_43	939	42	4	0	1.0	0.0	-0.0	0.17891373801916932	1.0	0.0	0	0.0	0.0	0.0	-0.17891373801916932	0.0	0.0
91	NC_000962.3	2074547	2074633	2074590.0	86	_	0	1	1	1	91	PR_HmRegion_091	0	PR_Set_50	258	1	3	0	1.0	0.0	-0.0	0.011627906976744186	1.0	0.0	0	0.0	0.0	0.0	-0.011627906976744186	0.0	0.0
92	NC_000962.3	2165326	2165433	2165379.5	107	PPE34	0	0	0	0	92	PR_HmRegion_092	0	PR_Set_51	321	3	3	3	1.8310725690680573e-07	-15.513193752480902	15.513193752480902	0.02803738317757009	2.8747839334368502e-05	10.456947947132594	0	107.00000000000001	2.0293837776852097	6.741466986401147	2.97196261682243	0.013953488372093023	1.0
93	NC_000962.3	2165476	2165583	2165529.5	107	PPE34	0	1	1	1	93	PR_HmRegion_093	0	PR_Set_51	321	0	1	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
94	NC_000962.3	2195856	2197360	2196608.0	1504	Rv1944c,Rv1945	0	1	1	1	94	PR_HmRegion_094	0	PR_Set_34	4512	62	227	205	0.0	500.0	500.0	3.1192375886524824	1e-40	500.0	1	65.72118800625266	1.8177054053396635	6.038286654226449	201.88076241134752	0.9534883720930233	0.9030837004405287
95	NC_000962.3	2198686	2198815	2198750.5	129	Rv1948c	0	1	1	1	95	PR_HmRegion_095	0	PR_Set_33	387	5	2	0	1.0	0.0	-0.0	0.025839793281653745	1.0	0.0	0	0.0	0.0	0.0	-0.025839793281653745	0.0	0.0
96	NC_000962.3	2262009	2263169	2262589.0	1160	Rv2015c	0	1	0	0	96	PR_HmRegion_096	0	PR_Set_24	3480	0	22	0	1.0	0.0	-0.0	0.0	1.0	0.0	1		0.0	0.0	0.0	0.0	0.0
97	NC_000962.3	2294816	2298269	2296542.5	3453	pks12	0	1	1	1	97	PR_HmRegion_097	0	PR_Set_46	10359	485	56	32	1.6067344694105159e-28	-63.99817876443842	63.99817876443842	2.621874698329955	2.52257311697451e-26	58.94193295909011	0	12.20500736377025	1.0865380457805585	3.6094012604424486	29.378125301670046	0.14883720930232558	0.5714285714285714
98	NC_000962.3	2299196	2300826	2300011.0	1630	pks12	0	2	2	2	98	PR_HmRegion_098	0	PR_Set_46	4890	388	40	15	1.5165052431919463e-07	-15.701687145386376	15.701687145386376	3.173824130879346	2.3809132318113557e-05	10.645441340038069	0	4.726159793814433	0.6745084012571319	2.2406684083736246	11.826175869120654	0.06976744186046512	0.375
99	NC_000962.3	2300912	2306889	2303900.5	5977	pks12	0	3	3	3	99	PR_HmRegion_099	0	PR_Set_46	17931	1221	76	30	4.267979448019018e-16	-35.39022096981218	35.39022096981218	5.175171490714406	6.700727733389858e-14	30.33397516446387	0	5.796909349540928	0.7631965090473326	2.535283925324291	24.824828509285595	0.13953488372093023	0.39473684210526316
100	NC_000962.3	2337936	2338094	2338015.0	158	Rv2081c	0	1	1	1	100	PR_HmRegion_100	0	PR_Set_52	474	12	1	0	1.0	0.0	-0.0	0.02531645569620253	1.0	0.0	1	0.0	0.0	0.0	-0.02531645569620253	0.0	0.0
101	NC_000962.3	2340529	2340687	2340608.0	158	Rv2082	0	1	1	1	101	PR_HmRegion_101	0	PR_Set_52	474	12	2	0	1.0	0.0	-0.0	0.05063291139240506	1.0	0.0	0	0.0	0.0	0.0	-0.05063291139240506	0.0	0.0
102	NC_000962.3	2341059	2341697	2341378.0	638	Rv2083	0	1	1	1	102	PR_HmRegion_102	0	PR_Set_53	1914	110	5	1	0.25640849644122266	-1.3609834170354782	1.3609834170354782	0.28735632183908044	1.0	0.0	0	3.4800000000000004	0.541579243946581	1.7990873060740038	0.7126436781609196	0.004651162790697674	0.2
104	NC_000962.3	2358502	2360031	2359266.5	1529	Rv2100	0	1	1	1	104	PR_HmRegion_104	0	PR_Set_54	4587	224	8	4	0.00033187741670088566	-8.010744884027751	8.010744884027751	0.3906692827556137	0.05210475442203905	2.9544990786794436	0	10.238839285714286	1.0102507261338387	3.355980270024357	3.6093307172443865	0.018604651162790697	0.5
107	NC_000962.3	2439139	2439948	2439543.5	809	pknL,Rv2177c	1	1	1	1	107	PR_HmRegion_107	0	PR_Set_55	2427	13	37	33	0.0	500.0	500.0	0.19818706221672847	1e-40	500.0	0	166.50935550935552	2.2214386398359904	7.379459428739545	32.801812937783275	0.15348837209302327	0.8918918918918919
