Chrom	Start	End	NucDiv	OverlapGenes	Middle	NucDiv_kb	NucDiv_Z	NucDiv_ModZ	IsNucDivHotspot	N_HmMapAln_PR_Ovrlap	OvrlapWi_HmMapAln_PR	N_HmMapAln_LR_Ovrlap	OvrlapWi_HmMapAln_LR	N_LCR_Ovrlap	OvrlapWi_LowComplexityRegion	N_LowPmap_Ovrlap	OvrlapWi_LowPmap	PLC_Mask_Count	PLC_Mask_Ovrlap	N_mGCE	N_pGCE	N_Ovrlap_ParalogAlns	Num_PR_SNPs_All	Num_PR_SNPs_Unq
NC_000962.3	18000	19000	3.9075e-05	pknA,pbpA	18500.0	0.039075	-0.4934913050937055	-0.7440088906879079	False	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000962.3	19000	20000	2.64021e-05	pbpA	19500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	20000	21000	0.000225474	pbpA,rodA	20500.0	0.225474	-0.1654578047904729	0.1647648846740443	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	21000	22000	0.000266661	rodA,pstP	21500.0	0.266661	-0.0929750351565733	0.3655688883748834	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	22000	23000	0.00020576	pstP	22500.0	0.20576	-0.2001514052120306	0.0686508164253652	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	23000	24000	0.000345691	pstP,fhaB,fhaA	23500.0	0.345691	0.0461055797016848	0.75087348478825	False	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
NC_000962.3	24000	25000	0.000221249	fhaA	24500.0	0.221249	-0.1728931533641303	0.1441662269510723	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	25000	26000	0.000699303	fhaA,leuT,Rv0021c	25500.0	0.699303	0.6684081784775724	2.474881190051104	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	26000	27000	0.000450983	Rv0021c	26500.0	0.450983	0.2314032653863074	1.2642164123544422	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	27000	28000	0.00100923	whiB5,Rv0023	27500.0	1.00923	1.2138319127705677	3.9859060875913466	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	28000	29000	0.000241406	Rv0023,Rv0024	28500.0	0.241406	-0.1374199412459737	0.242440107121947	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	29000	30000	0.000176894	Rv0024,Rv0025,Rv0026	29500.0	0.176894	-0.2509511145439106	-0.0720831134755361	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	30000	31000	0.000722184	Rv0026	30500.0	0.7221839999999999	0.7086752105991947	2.5864357196036054	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	31000	32000	0.000437922	Rv0026,Rv0027,Rv0028	31500.0	0.437922	0.2084179191802627	1.2005385263142678	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	32000	33000	0.000197311	Rv0029	32500.0	0.197311	-0.215020342513529	0.0274583764013675	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	33000	34000	0.000779565	Rv0029,Rv0030,Rv0031	33500.0	0.779565	0.8096569233814509	2.8661923063022687	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	34000	35000	7.86781e-05	bioF2	34500.0	0.0786781	-0.4237959552481647	-0.5509270678077587	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	35000	36000	0.00051748	bioF2	35500.0	0.5174799999999999	0.348427732629501	1.588417345515262	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	36000	37000	0.000945018	bioF2,acpA,Rv0034	36500.0	0.945018	1.1008286932175055	3.672845493577743	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	37000	38000	0.00137396	Rv0034,fadD34	37500.0	1.37396	1.855700477331525	5.764118734052781	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	38000	39000	0.000163693	fadD34	38500.0	0.163693	-0.2741828391642304	-0.1364435585881876	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	39000	40000	0.000815472	Rv0036c,Rv0037c	39500.0	0.815472	0.8728477071055493	3.041254082126826	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	40000	41000	6.58291e-05	Rv0037c	40500.0	0.0658291	-0.4464082141411644	-0.6135713643953248	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	41000	42000	9.17032e-05	Rv0037c,Rv0038	41500.0	0.0917032	-0.4008737875069235	-0.4874242094154553	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	42000	43000	0.000690326	Rv0039c,mtc28	42500.0	0.690326	0.6526100425850939	2.431114527239478	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	43000	44000	0.000446195	mtc28,leuS	43500.0	0.4461949999999999	0.2229771236181011	1.2408728920757222	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	44000	45000	0.00050956	leuS	44500.0	0.50956	0.334489753764799	1.5498040037008392	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	45000	46000	2.64021e-05	leuS	45500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	46000	47000	0.000217905	leuS,Rv0042c	46500.0	0.217905	-0.1787780777736711	0.1278628159627603	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	47000	48000	0.000230402	Rv0042c,Rv0043c	47500.0	0.230402	-0.1567852846079916	0.1887909640252409	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	48000	49000	0.000491078	Rv0043c,Rv0044c	48500.0	0.491078	0.3019642833888617	1.4596964552899594	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	49000	50000	0.000628017	Rv0044c,Rv0045c	49500.0	0.628017	0.5429558096203564	2.1273318611896177	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	50000	51000	0.000450243	ino1	50500.0	0.450243	0.2301009794822822	1.2606086001142056	False	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000962.3	51000	52000	0.000783965	ino1,Rv0047c,Rv0048c	51500.0	0.7839649999999999	0.817400244972952	2.8876441628658367	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	52000	53000	2.64021e-05	Rv0048c,Rv0049	52500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	53000	54000	0.000203824	Rv0049,ponA1	53500.0	0.203824	-0.2035584667122911	0.0592119995373951	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	54000	55000	0.000629425	ponA1	54500.0	0.629425	0.5454336725296366	2.1341964552899597	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	55000	56000	0.000528921	ponA1,Rv0051	55500.0	0.528921	0.3685621286132203	1.6441970480024863	False	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000962.3	56000	57000	0.00015454	Rv0051	56500.0	0.1545399999999999	-0.290290707920369	-0.1810682956623567	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	57000	58000	0.000433346	Rv0051,Rv0052	57500.0	0.4333459999999999	0.2003648647251014	1.1782285954881562	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	58000	59000	0.000105256	rpsF,ssb	58500.0	0.105256	-0.3770229491284469	-0.4213485908621075	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	59000	60000	7.85021e-05	ssb,rpsR1,rplI,Rv0057	59500.0	0.0785020999999999	-0.4241056881118248	-0.5517851420703019	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	60000	61000	0.000170909	Rv0057,dnaB	60500.0	0.170909	-0.2614837917541684	-0.1012625138239353	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	61000	62000	1.3201e-05	dnaB	61500.0	0.013201	-0.5390255557433647	-0.8701555581255828	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	62000	63000	0.000373325	dnaB	62500.0	0.3733249999999999	0.0947371589879445	0.8856008948513516	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	63000	64000	0.000910519	dnaB,Rv0059,Rv0060	63500.0	0.910519	1.040115772402688	3.5046483118535274	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	64000	65000	0.000271413	Rv0060	64500.0	0.271413	-0.0846122478377521	0.3887368934635375	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	65000	66000	0.00116433	Rv0061c,celA1	65500.0	1.16433	1.4867839988709834	4.742084031457134	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	66000	67000	0.000422785	celA1,Rv0063	66500.0	0.422785	0.1817791330596825	1.1267392643136462	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	67000	68000	0.000239027	Rv0063	67500.0	0.239027	-0.1416066144428331	0.2308414783117812	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	68000	69000	0.000284966	Rv0063,Rv0064	68500.0	0.284966	-0.0607610574901123	0.4548134871012744	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	69000	70000	0.000506079	Rv0064	69500.0	0.506079	0.3283637304784318	1.5328326599058886	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	70000	71000	0.000857851	Rv0064	70500.0	0.8578509999999999	0.9474282129524192	3.247869588787613	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	71000	72000	0.000296438	Rv0064,vapB1,vapC1	71500.0	0.296438	-0.0405721062860893	0.5107443276688326	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	72000	73000	0.000267013	vapC1,icd2	72500.0	0.267013	-0.0923555694292532	0.367285036899969	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	73000	74000	7.90302e-05	icd2	73500.0	0.0790302	-0.423176313536263	-0.5492104317404787	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	74000	75000	0.000382302	icd2,Rv0067c	74500.0	0.382302	0.1105352948804231	0.9293675576629776	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	75000	76000	0.000680293	Rv0067c,Rv0068	75500.0	0.680293	0.634953509510655	2.382199418852596	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	76000	77000	0.000105256	Rv0068,sdaA	76500.0	0.105256	-0.3770229491284469	-0.4213485908621075	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	77000	78000	0.00017012	sdaA,glyA2	77500.0	0.17012	-0.2628723101031899	-0.1051092217395389	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	78000	79000	0.0002231	glyA2	78500.0	0.2231	-0.169635678758251	0.1531906329736098	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	79000	80000	0.000649933	Rv0071	79500.0	0.649933	0.5815245905292971	2.2341816085639734	False	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
NC_000962.3	80000	81000	0.00017985	Rv0071,Rv0072	80500.0	0.17985	-0.2457490103110748	-0.057671366202375	False	2	1	0	0	0	0	2	1	0	0	0	0	2	102	102
NC_000962.3	81000	82000	0.000205545	Rv0072,Rv0073	81500.0	0.205545	-0.2005297720625244	0.0676026007069181	False	1	1	0	0	0	0	0	0	0	0	0	0	1	191	191
NC_000962.3	82000	83000	6.29862e-05	Rv0073,Rv0074	82500.0	0.0629861999999999	-0.4514112798121822	-0.6274317014463636	False	1	1	0	0	0	0	2	1	0	0	0	0	1	101	101
NC_000962.3	83000	84000	0.000520954	Rv0074,Rv0075	83500.0	0.520954	0.3545414369951545	1.6053545613565892	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	84000	85000	0.000385629	Rv0075	84500.0	0.385629	0.1163903019110878	0.9455880864782036	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	85000	86000	5.24549e-05	Rv0075,Rv0076c,Rv0077c	85500.0	0.0524549	-0.4699447440568586	-0.6787762325890694	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	86000	87000	7.83303e-05	Rv0077c,Rv0078	86500.0	0.0783302999999999	-0.4244080296230567	-0.5526227395606704	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	87000	88000	0.000527527	Rv0078,Rv0078A,Rv0078B	87500.0	0.527527	0.3661089035453674	1.637400709809392	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	88000	89000	9.24072e-05	Rv0078B,Rv0079	88500.0	0.0924072	-0.3996348560522833	-0.4839919123652843	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	89000	90000	0.000708631	Rv0079,Rv0080,Rv0081,Rv0082	89500.0	0.708631	0.684824020251555	2.520359125965869	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	90000	91000	5.28041e-05	Rv0082,Rv0083	90500.0	0.0528041	-0.469330205897824	-0.6770737352454336	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	91000	92000	7.86781e-05	Rv0083	91500.0	0.0786781	-0.4237959552481647	-0.5509270678077587	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	92000	93000	0.00022741	Rv0083,hycD	92500.0	0.22741	-0.1620507432902124	0.1742037015620144	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	93000	94000	0.000144423	hycD,hycP,hycQ	93500.0	0.144423	-0.3080950680433729	-0.2303929394927247	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	94000	95000	0.000680821	hycQ	94500.0	0.680821	0.635882708101635	2.384773641640224	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	95000	96000	0.000140107	hycQ,hycE	95500.0	0.1401069999999999	-0.315690562586309	-0.2514352606128073	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	96000	97000	0.000438274	hycE,Rv0088	96500.0	0.438274	0.2090373849075828	1.2022546748393532	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	97000	98000	0.000940441	Rv0088,Rv0089	97500.0	0.940441	1.0927738789165282	3.650530687329685	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	98000	99000	0.000245539	Rv0089,Rv0090	98500.0	0.245539	-0.1301464984874114	0.2625902260258625	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	99000	100000	9.24072e-05	Rv0090,mtn	99500.0	0.0924072	-0.3996348560522833	-0.4839919123652843	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	100000	101000	0.000118105	mtn,ctpA	100500.0	0.118105	-0.3544106902354473	-0.3587042942745415	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	101000	102000	0.000464676	ctpA	101500.0	0.464676	0.2555008341482223	1.3309755650646562	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	102000	103000	6.58291e-05	ctpA,Rv0093c	102500.0	0.0658291	-0.4464082141411644	-0.6135713643953248	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	103000	104000	0.00405131	Rv0093c,Rv0094c	103500.0	4.05131	6.567423673469165	18.81732968188685	True	2	1	0	0	0	0	1	1	1	1	6	15	2	0	0
NC_000962.3	104000	105000	0.0159606	Rv0094c,Rv0095c	104500.0	15.960599999999998	27.525937854480244	76.88014351232768	True	2	1	0	0	0	0	3	1	2	1	18	28	2	55	28
NC_000962.3	105000	106000	0.00337124	Rv0095c,PPE1	105500.0	3.37124	5.370605329211849	15.501701478890034	True	2	1	0	0	0	0	1	1	2	1	8	9	2	13	7
NC_000962.3	106000	107000	0.000104552	PPE1,Rv0097	106500.0	0.1045519999999999	-0.3782618805830871	-0.4247808879122789	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	107000	108000	0.000396207	Rv0097,fcoT	107500.0	0.396207	0.135005950955383	0.9971602998258002	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	108000	109000	0.000225826	fcoT,fadD10	108500.0	0.225826	-0.1648383390631528	0.1664810331991297	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	109000	110000	6.54771e-05	fadD10,Rv0100	109500.0	0.0654771	-0.4470276798684844	-0.6152875129204102	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	110000	111000	0.000131306	Rv0100,nrp	110500.0	0.131306	-0.3311789656151276	-0.2943438491618899	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	111000	112000	7.85021e-05	nrp	111500.0	0.0785020999999999	-0.4241056881118248	-0.5517851420703019	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	112000	113000	5.28041e-05	nrp	112500.0	0.0528041	-0.469330205897824	-0.6770737352454336	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	113000	114000	0.00010508	nrp	113500.0	0.10508	-0.3773326819921069	-0.4222066651246502	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	114000	115000	0.000228994	nrp	114500.0	0.228994	-0.159263147517272	0.181926369924899	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	115000	116000	0.000205936	nrp	115500.0	0.2059359999999999	-0.1998416723483705	0.0695088906879075	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	116000	117000	7.86781e-05	nrp	116500.0	0.0786781	-0.4237959552481647	-0.5509270678077587	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	117000	118000	0.000412928	nrp,Rv0102	117500.0	0.412928	0.1644323328489037	1.0786822301893069	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	118000	119000	6.58291e-05	Rv0102	118500.0	0.0658291	-0.4464082141411644	-0.6135713643953248	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	119000	120000	5.28041e-05	Rv0102,ctpB	119500.0	0.0528041	-0.469330205897824	-0.6770737352454336	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	120000	121000	1.3201e-05	ctpB	120500.0	0.013201	-0.5390255557433647	-0.8701555581255828	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	121000	122000	5.22761e-05	ctpB	121500.0	0.0522761	-0.4702594044888042	-0.6796479580330618	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	122000	123000	0.000206816	ctpB,Rv0104	122500.0	0.206816	-0.1982930080300703	0.0737992620006216	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	123000	124000	0.00125216	Rv0104,rpmB1	123500.0	1.25216	1.6413512569122437	5.170292340997636	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	124000	125000	9.18792e-05	rpmB1,Rv0106	124500.0	0.0918792	-0.4005640546432634	-0.4865661351529126	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	125000	126000	9.20552e-05	Rv0106,ctpI	125500.0	0.0920552	-0.4002543217796034	-0.4857080608903698	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	126000	127000	0.000306088	ctpI	126500.0	0.3060879999999999	-0.0235895941592743	0.5577921494502949	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	127000	128000	0.000144683	ctpI	127500.0	0.144683	-0.3076375081311479	-0.2291253297866956	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	128000	129000	5.26281e-05	ctpI	128500.0	0.0526281	-0.4696399387614841	-0.6779318095079762	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	129000	130000	0.00018059	ctpI	129500.0	0.18059	-0.2444467244070497	-0.0540635539621386	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	130000	131000	0.000331962	ctpI,Rv0108c	130500.0	0.331962	0.0219446564903849	0.68393881688797	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	131000	132000	0.000118105	Rv0108c,PE_PGRS1	131500.0	0.118105	-0.3544106902354473	-0.3587042942745415	False	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
NC_000962.3	132000	133000	0.000232338	PE_PGRS1	132500.0	0.232338	-0.1533782231077311	0.1982297809132109	False	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0
NC_000962.3	133000	134000	0.000163693	Rv0110,Rv0111	133500.0	0.163693	-0.2741828391642304	-0.1364435585881876	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	134000	135000	0.000271237	Rv0111	134500.0	0.271237	-0.0849219807014121	0.3878788192009947	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	135000	136000	0.000556203	Rv0111	135500.0	0.556203	0.41657424217216	1.7772083095405034	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	136000	137000	2.64021e-05	Rv0111,gca	136500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	137000	138000	0.000401333	gca,gmhA,gmhB	137500.0	0.401333	0.1440269206094818	1.0221517127223576	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	138000	139000	0.000307508	gmhB,hddA	138500.0	0.307508	-0.0210906131001989	0.5647152486139925	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	139000	140000	0.00110765	hddA	139500.0	1.10765	1.3870359380059183	4.465745115542802	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	140000	141000	0.000144155	ldtA	140500.0	0.144155	-0.308566706722128	-0.2316995525743239	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	141000	142000	0.000706871	ldtA,oxyS	141500.0	0.706871	0.6817266916149544	2.5117783833404417	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	142000	143000	0.000104904	oxyS,oxcA	142500.0	0.104904	-0.377642414855767	-0.423064739387193	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	143000	144000	0.000728169	oxcA	143500.0	0.728169	0.7192078878094524	2.6156151199520044	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	144000	145000	0.000562188	fadD7	144500.0	0.562188	0.4271069193824178	1.8063877098889027	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	145000	146000	0.000143275	fadD7,fusA2	145500.0	0.1432749999999999	-0.3101153710404282	-0.2359899238870381	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	146000	147000	0.000937449	fusA2	146500.0	0.937449	1.0875084202343073	3.635943424866459	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
