Chrom	Start	End	Middle	OverlapGenes	NucDiv_kb	NucDiv_ModZ	IsNucDivHotspot	OvrlapWi_HmMapAln_PR	OvrlapWi_HmMapAln_LR	OvrlapWi_LowComplexityRegion	OvrlapWi_LowPmap	PLC_Mask_Ovrlap
NC_000962.3	50000	51000	50500.0	ino1	0.450243	1.2606086001142056	False	0	0	1	0	0
NC_000962.3	51000	52000	51500.0	ino1,Rv0047c,Rv0048c	0.7839649999999999	2.8876441628658367	False	0	0	0	0	0
NC_000962.3	52000	53000	52500.0	Rv0048c,Rv0049	0.0264020999999999	-0.805794625470737	False	0	0	0	0	0
NC_000962.3	53000	54000	53500.0	Rv0049,ponA1	0.203824	0.059211999537395185	False	0	0	0	0	0
NC_000962.3	54000	55000	54500.0	ponA1	0.629425	2.1341964552899593	False	0	0	0	0	0
NC_000962.3	55000	56000	55500.0	ponA1,Rv0051	0.528921	1.6441970480024863	False	0	0	1	0	0
NC_000962.3	56000	57000	56500.0	Rv0051	0.1545399999999999	-0.1810682956623567	False	0	0	0	0	0
NC_000962.3	57000	58000	57500.0	Rv0051,Rv0052	0.4333459999999999	1.1782285954881562	False	0	0	0	0	0
NC_000962.3	58000	59000	58500.0	rpsF,ssb	0.105256	-0.4213485908621075	False	0	0	0	0	0
NC_000962.3	59000	60000	59500.0	ssb,rpsR1,rplI,Rv0057	0.0785020999999999	-0.5517851420703019	False	0	0	0	0	0
NC_000962.3	60000	61000	60500.0	Rv0057,dnaB	0.170909	-0.10126251382393539	False	0	0	0	0	0
NC_000962.3	61000	62000	61500.0	dnaB	0.013201	-0.8701555581255828	False	0	0	0	0	0
NC_000962.3	62000	63000	62500.0	dnaB	0.3733249999999999	0.8856008948513516	False	0	0	0	0	0
NC_000962.3	63000	64000	63500.0	dnaB,Rv0059,Rv0060	0.910519	3.5046483118535274	False	0	0	0	0	0
NC_000962.3	64000	65000	64500.0	Rv0060	0.271413	0.3887368934635375	False	0	0	0	0	0
NC_000962.3	65000	66000	65500.0	Rv0061c,celA1	1.16433	4.742084031457134	False	0	0	0	0	0
NC_000962.3	66000	67000	66500.0	celA1,Rv0063	0.422785	1.1267392643136462	False	0	0	0	0	0
NC_000962.3	67000	68000	67500.0	Rv0063	0.239027	0.23084147831178123	False	0	0	0	0	0
NC_000962.3	68000	69000	68500.0	Rv0063,Rv0064	0.284966	0.4548134871012744	False	0	0	0	0	0
NC_000962.3	69000	70000	69500.0	Rv0064	0.506079	1.5328326599058886	False	0	0	0	0	0
NC_000962.3	70000	71000	70500.0	Rv0064	0.8578509999999999	3.2478695887876134	False	0	0	0	0	0
NC_000962.3	71000	72000	71500.0	Rv0064,vapB1,vapC1	0.296438	0.5107443276688326	False	0	0	0	0	0
NC_000962.3	72000	73000	72500.0	vapC1,icd2	0.267013	0.367285036899969	False	0	0	0	0	0
NC_000962.3	73000	74000	73500.0	icd2	0.0790302	-0.5492104317404787	False	0	0	0	0	0
NC_000962.3	74000	75000	74500.0	icd2,Rv0067c	0.382302	0.9293675576629777	False	0	0	0	0	0
NC_000962.3	75000	76000	75500.0	Rv0067c,Rv0068	0.680293	2.3821994188525957	False	0	0	0	0	0
NC_000962.3	76000	77000	76500.0	Rv0068,sdaA	0.105256	-0.4213485908621075	False	0	0	0	0	0
NC_000962.3	77000	78000	77500.0	sdaA,glyA2	0.17012	-0.10510922173953896	False	0	0	0	0	0
NC_000962.3	78000	79000	78500.0	glyA2	0.2231	0.15319063297360985	False	0	0	0	0	0
NC_000962.3	79000	80000	79500.0	Rv0071	0.649933	2.2341816085639734	False	0	0	1	1	0
NC_000962.3	80000	81000	80500.0	Rv0071,Rv0072	0.17985	-0.05767136620237509	False	1	0	0	1	0
NC_000962.3	81000	82000	81500.0	Rv0072,Rv0073	0.205545	0.06760260070691819	False	1	0	0	0	0
NC_000962.3	82000	83000	82500.0	Rv0073,Rv0074	0.0629861999999999	-0.6274317014463636	False	1	0	0	1	0
NC_000962.3	83000	84000	83500.0	Rv0074,Rv0075	0.520954	1.6053545613565892	False	0	0	0	0	0
NC_000962.3	84000	85000	84500.0	Rv0075	0.385629	0.9455880864782035	False	0	0	0	0	0
NC_000962.3	85000	86000	85500.0	Rv0075,Rv0076c,Rv0077c	0.0524549	-0.6787762325890694	False	0	0	0	0	0
NC_000962.3	86000	87000	86500.0	Rv0077c,Rv0078	0.0783302999999999	-0.5526227395606704	False	0	0	0	0	0
NC_000962.3	87000	88000	87500.0	Rv0078,Rv0078A,Rv0078B	0.527527	1.6374007098093921	False	0	0	0	0	0
NC_000962.3	88000	89000	88500.0	Rv0078B,Rv0079	0.0924072	-0.4839919123652843	False	0	0	0	0	0
NC_000962.3	89000	90000	89500.0	Rv0079,Rv0080,Rv0081,Rv0082	0.708631	2.520359125965869	False	0	0	0	0	0
NC_000962.3	90000	91000	90500.0	Rv0082,Rv0083	0.0528041	-0.6770737352454336	False	0	0	0	0	0
NC_000962.3	91000	92000	91500.0	Rv0083	0.0786781	-0.5509270678077587	False	0	0	0	0	0
NC_000962.3	92000	93000	92500.0	Rv0083,hycD	0.22741	0.17420370156201442	False	0	0	0	0	0
NC_000962.3	93000	94000	93500.0	hycD,hycP,hycQ	0.144423	-0.23039293949272477	False	0	0	0	0	0
NC_000962.3	94000	95000	94500.0	hycQ	0.680821	2.3847736416402237	False	0	0	0	0	0
NC_000962.3	95000	96000	95500.0	hycQ,hycE	0.1401069999999999	-0.25143526061280735	False	0	0	0	0	0
NC_000962.3	96000	97000	96500.0	hycE,Rv0088	0.438274	1.2022546748393532	False	0	0	0	0	0
NC_000962.3	97000	98000	97500.0	Rv0088,Rv0089	0.940441	3.650530687329685	False	0	0	0	0	0
NC_000962.3	98000	99000	98500.0	Rv0089,Rv0090	0.245539	0.26259022602586257	False	0	0	0	0	0
NC_000962.3	99000	100000	99500.0	Rv0090,mtn	0.0924072	-0.4839919123652843	False	0	0	0	0	0
NC_000962.3	100000	101000	100500.0	mtn,ctpA	0.118105	-0.35870429427454154	False	0	0	0	0	0
NC_000962.3	101000	102000	101500.0	ctpA	0.464676	1.3309755650646562	False	0	0	0	0	0
NC_000962.3	102000	103000	102500.0	ctpA,Rv0093c	0.0658291	-0.6135713643953248	False	0	0	0	0	0
NC_000962.3	103000	104000	103500.0	Rv0093c,Rv0094c	4.05131	18.81732968188685	True	1	0	0	1	1
NC_000962.3	104000	105000	104500.0	Rv0094c,Rv0095c	15.960599999999998	76.88014351232768	True	1	0	0	1	1
NC_000962.3	105000	106000	105500.0	Rv0095c,PPE1	3.37124	15.501701478890034	True	1	0	0	1	1
NC_000962.3	106000	107000	106500.0	PPE1,Rv0097	0.1045519999999999	-0.42478088791227897	False	0	0	0	0	1
NC_000962.3	107000	108000	107500.0	Rv0097,fcoT	0.396207	0.9971602998258002	False	0	0	0	0	0
NC_000962.3	108000	109000	108500.0	fcoT,fadD10	0.225826	0.16648103319912977	False	0	0	0	0	0
NC_000962.3	109000	110000	109500.0	fadD10,Rv0100	0.0654771	-0.6152875129204102	False	0	0	0	0	0
NC_000962.3	110000	111000	110500.0	Rv0100,nrp	0.131306	-0.29434384916188994	False	0	0	0	0	0
NC_000962.3	111000	112000	111500.0	nrp	0.0785020999999999	-0.5517851420703019	False	0	0	0	0	0
NC_000962.3	112000	113000	112500.0	nrp	0.0528041	-0.6770737352454336	False	0	0	0	0	0
NC_000962.3	113000	114000	113500.0	nrp	0.10508	-0.4222066651246502	False	0	0	0	0	0
NC_000962.3	114000	115000	114500.0	nrp	0.228994	0.18192636992489908	False	0	0	0	0	0
NC_000962.3	115000	116000	115500.0	nrp	0.2059359999999999	0.0695088906879075	False	0	0	0	0	0
NC_000962.3	116000	117000	116500.0	nrp	0.0786781	-0.5509270678077587	False	0	0	0	0	0
NC_000962.3	117000	118000	117500.0	nrp,Rv0102	0.412928	1.0786822301893069	False	0	0	0	0	0
NC_000962.3	118000	119000	118500.0	Rv0102	0.0658291	-0.6135713643953248	False	0	0	0	0	0
NC_000962.3	119000	120000	119500.0	Rv0102,ctpB	0.0528041	-0.6770737352454336	False	0	0	0	0	0
NC_000962.3	120000	121000	120500.0	ctpB	0.013201	-0.8701555581255828	False	0	0	0	0	0
NC_000962.3	121000	122000	121500.0	ctpB	0.0522761	-0.6796479580330618	False	0	0	0	0	0
NC_000962.3	122000	123000	122500.0	ctpB,Rv0104	0.206816	0.07379926200062169	False	0	0	0	0	0
NC_000962.3	123000	124000	123500.0	Rv0104,rpmB1	1.25216	5.170292340997636	False	0	0	0	0	0
NC_000962.3	124000	125000	124500.0	rpmB1,Rv0106	0.0918792	-0.4865661351529126	False	0	0	0	0	0
NC_000962.3	125000	126000	125500.0	Rv0106,ctpI	0.0920552	-0.48570806089036983	False	0	0	0	0	0
NC_000962.3	126000	127000	126500.0	ctpI	0.3060879999999999	0.5577921494502949	False	0	0	0	0	0
NC_000962.3	127000	128000	127500.0	ctpI	0.144683	-0.22912532978669567	False	0	0	0	0	0
NC_000962.3	128000	129000	128500.0	ctpI	0.0526281	-0.6779318095079762	False	0	0	0	0	0
NC_000962.3	129000	130000	129500.0	ctpI	0.18059	-0.05406355396213862	False	0	0	0	0	0
NC_000962.3	130000	131000	130500.0	ctpI,Rv0108c	0.331962	0.68393881688797	False	0	0	0	0	0
NC_000962.3	131000	132000	131500.0	Rv0108c,PE_PGRS1	0.118105	-0.35870429427454154	False	0	0	1	1	1
NC_000962.3	132000	133000	132500.0	PE_PGRS1	0.232338	0.19822978091321097	False	0	0	1	0	1
NC_000962.3	133000	134000	133500.0	Rv0110,Rv0111	0.163693	-0.1364435585881876	False	0	0	0	0	0
NC_000962.3	134000	135000	134500.0	Rv0111	0.271237	0.3878788192009947	False	0	0	0	0	0
NC_000962.3	135000	136000	135500.0	Rv0111	0.556203	1.7772083095405034	False	0	0	0	0	0
NC_000962.3	136000	137000	136500.0	Rv0111,gca	0.0264020999999999	-0.805794625470737	False	0	0	0	0	0
NC_000962.3	137000	138000	137500.0	gca,gmhA,gmhB	0.401333	1.0221517127223576	False	0	0	0	0	0
NC_000962.3	138000	139000	138500.0	gmhB,hddA	0.307508	0.5647152486139925	False	0	0	0	0	0
NC_000962.3	139000	140000	139500.0	hddA	1.10765	4.465745115542802	False	0	0	0	0	0
NC_000962.3	140000	141000	140500.0	ldtA	0.144155	-0.23169955257432392	False	0	0	0	0	0
NC_000962.3	141000	142000	141500.0	ldtA,oxyS	0.706871	2.5117783833404417	False	0	0	0	0	0
NC_000962.3	142000	143000	142500.0	oxyS,oxcA	0.104904	-0.423064739387193	False	0	0	0	0	0
NC_000962.3	143000	144000	143500.0	oxcA	0.728169	2.6156151199520044	False	0	0	0	0	0
NC_000962.3	144000	145000	144500.0	fadD7	0.562188	1.8063877098889027	False	0	0	0	0	0
NC_000962.3	145000	146000	145500.0	fadD7,fusA2	0.1432749999999999	-0.2359899238870381	False	0	0	0	0	0
NC_000962.3	146000	147000	146500.0	fusA2	0.937449	3.635943424866459	False	0	0	0	0	0
NC_000962.3	147000	148000	147500.0	fusA2,Rv0121c	0.754747	2.74519408443985	False	0	0	0	0	0
NC_000962.3	148000	149000	148500.0	Rv0121c,Rv0122,Rv0123	0.0920552	-0.48570806089036983	False	0	0	0	0	0
NC_000962.3	149000	150000	149500.0	Rv0123,PE_PGRS2	0.190499	-0.005752997896593283	False	1	0	1	1	1
NC_000962.3	150000	151000	150500.0	PE_PGRS2	0.575796	1.872732451733684	False	0	0	1	1	1
NC_000962.3	151000	152000	151500.0	pepA	0.426305	1.1439007495645008	False	0	0	0	0	0
NC_000962.3	152000	153000	152500.0	pepA,treS	0.0788542	-0.5500685060030214	False	0	0	0	0	0
NC_000962.3	153000	154000	153500.0	treS	0.013201	-0.8701555581255828	False	0	0	0	0	0
NC_000962.3	154000	155000	154500.0	treS,mak	0.449063	1.2548556022176123	False	0	0	0	1	0
NC_000962.3	155000	156000	155500.0	mak,Rv0128	0.194143	0.012013039675598419	False	0	0	0	0	0
NC_000962.3	156000	157000	156500.0	Rv0128,fbpC	0.1996	0.038618217236369476	False	0	0	0	0	0
NC_000962.3	157000	158000	157500.0	fbpC,htdZ	0.389518	0.9645486024272301	False	0	0	0	1	0
NC_000962.3	158000	159000	158500.0	htdZ,fadE1	0.0658291	-0.6135713643953248	False	0	0	0	0	0
NC_000962.3	159000	160000	159500.0	fadE1,fgd2	0.105432	-0.4204905165995648	False	0	0	0	0	0
NC_000962.3	160000	161000	160500.0	fgd2,Rv0133	0.232338	0.19822978091321097	False	0	0	0	0	0
NC_000962.3	161000	162000	161500.0	Rv0133,ephF	0.105432	-0.4204905165995648	False	0	0	0	1	0
NC_000962.3	162000	163000	162500.0	ephF,Rv0135c	0.449011	1.2546020802764064	False	0	0	0	0	0
NC_000962.3	163000	164000	163500.0	Rv0135c,cyp138	1.34827	5.638869144253219	False	0	0	0	0	0
NC_000962.3	164000	165000	164500.0	cyp138,msrA	0.273877	0.4007499331391356	False	0	0	0	0	0
NC_000962.3	165000	166000	165500.0	msrA,Rv0138,Rv0139	0.0790302	-0.5492104317404787	False	0	0	0	0	0
NC_000962.3	166000	167000	166500.0	Rv0139,Rv0140	0.612	2.049242227876282	False	0	0	0	0	0
NC_000962.3	167000	168000	167500.0	Rv0140,Rv0141c,Rv0142	0.258212	0.32437644835088586	False	0	0	0	0	0
NC_000962.3	168000	169000	168500.0	Rv0142,Rv0143c	0.363292	0.8366857864644699	False	0	0	0	0	0
NC_000962.3	169000	170000	169500.0	Rv0143c	0.0654771	-0.6152875129204102	False	0	0	0	0	0
NC_000962.3	170000	171000	170500.0	Rv0143c,Rv0144	0.365228	0.8461246033524399	False	0	0	0	0	0
NC_000962.3	171000	172000	171500.0	Rv0144,Rv0145	0.0396031	-0.7414341803580851	False	0	0	0	0	0
NC_000962.3	172000	173000	172500.0	Rv0145,Rv0146	0.115113	-0.37329155673776804	False	0	0	0	0	0
NC_000962.3	173000	174000	173500.0	Rv0146,Rv0147	0.227762	0.17591985008709987	False	0	0	0	0	0
NC_000962.3	174000	175000	174500.0	Rv0147,Rv0148	0.128138	-0.3097891858876592	False	0	0	0	0	0
NC_000962.3	175000	176000	175500.0	Rv0148,Rv0149	0.0396031	-0.7414341803580851	False	0	0	0	0	0
NC_000962.3	176000	177000	176500.0	Rv0149,Rv0150c	0.0660051	-0.6127132901327821	False	0	0	0	0	0
NC_000962.3	177000	178000	177500.0	PE1	0.5154829999999999	1.5786811278885697	False	1	0	0	1	1
NC_000962.3	178000	179000	178500.0	PE1	0.715332	2.5530293284277934	False	0	0	0	0	1
NC_000962.3	179000	180000	179500.0	PE1,PE2	0.0131132	-0.8705836201724649	False	0	0	0	0	1
NC_000962.3	180000	181000	180500.0	PE2	0.325383	0.6518634159034891	False	0	0	0	0	1
NC_000962.3	181000	182000	181500.0	ptbB,fadE2	0.115113	-0.37329155673776804	False	0	0	0	0	0
NC_000962.3	182000	183000	182500.0	fadE2	0.464676	1.3309755650646562	False	0	0	0	0	0
NC_000962.3	183000	184000	183500.0	fadE2,pntAa	0.464148	1.328401342277028	False	0	0	0	0	0
NC_000962.3	184000	185000	184500.0	pntAa,pntAb	0.104904	-0.423064739387193	False	0	0	0	0	0
NC_000962.3	185000	186000	185500.0	pntAb,pntB	0.0396031	-0.7414341803580851	False	0	0	0	0	0
NC_000962.3	186000	187000	186500.0	pntB,Rv0157A,Rv0158	0.0396031	-0.7414341803580851	False	0	0	0	0	0
NC_000962.3	187000	188000	187500.0	Rv0158,PE3	0.4277129999999999	1.1507653436648424	False	0	0	0	0	1
NC_000962.3	188000	189000	188500.0	PE3,PE4	0.2203689999999999	0.1398758556383582	False	0	0	0	0	1
NC_000962.3	189000	190000	189500.0	PE4	0.4124	1.0761080074016784	False	0	0	0	0	1
NC_000962.3	190000	191000	190500.0	PE4,Rv0161	0.5227609999999999	1.6141644488134903	False	0	0	0	0	1
NC_000962.3	191000	192000	191500.0	Rv0161,adhE1	0.0915271	-0.4882827712201926	False	0	0	0	0	0
NC_000962.3	192000	193000	192500.0	adhE1	0.0660051	-0.6127132901327821	False	0	0	0	0	0
NC_000962.3	193000	194000	193500.0	adhE1,Rv0163,TB18.5	0.013201	-0.8701555581255828	False	0	0	0	0	0
NC_000962.3	194000	195000	194500.0	TB18.5,mce1R,fadD5	0.1751339999999999	-0.08066385610096394	False	0	0	0	0	0
NC_000962.3	195000	196000	195500.0	fadD5	0.867572	3.2952635655272613	False	0	0	0	0	0
NC_000962.3	196000	197000	196500.0	fadD5,yrbE1A	0.534026	1.6690860770381721	False	1	0	0	0	0
NC_000962.3	197000	198000	197500.0	yrbE1A,yrbE1B	0.202768	0.05406355396213875	False	1	0	0	1	0
NC_000962.3	198000	199000	198500.0	yrbE1B,mce1A	0.1946709999999999	0.014587262463226093	False	1	0	0	1	0
NC_000962.3	199000	200000	199500.0	mce1A,mce1B	0.871268	3.3132831250406585	False	1	0	0	1	0
NC_000962.3	200000	201000	200500.0	mce1B,mce1C	0.233746	0.205094375013553	False	1	0	0	0	0
NC_000962.3	201000	202000	201500.0	mce1C	0.129722	-0.3020665175247746	False	1	0	0	1	0
NC_000962.3	202000	203000	202500.0	mce1C,mce1D	0.2874299999999999	0.4668265267768723	False	1	0	0	1	0
NC_000962.3	203000	204000	203500.0	mce1D	0.69367	2.44741793822779	False	1	0	0	0	0
NC_000962.3	204000	205000	204500.0	mce1D,lprK	0.54353	1.7154220872154797	False	1	0	0	0	0
NC_000962.3	205000	206000	205500.0	lprK,mce1F	0.013201	-0.8701555581255828	False	0	0	0	0	0
NC_000962.3	206000	207000	206500.0	mce1F,Rv0175	1.04992	4.184287006584892	False	0	0	0	0	0
NC_000962.3	207000	208000	207500.0	Rv0175,Rv0176	0.279862	0.429929333487535	False	0	0	0	0	0
NC_000962.3	208000	209000	208500.0	Rv0176,Rv0177,Rv0178	0.659699	2.2817949792912025	False	0	0	0	0	0
NC_000962.3	209000	210000	209500.0	Rv0178,lprO	0.0396031	-0.7414341803580851	False	0	0	0	0	0
NC_000962.3	210000	211000	210500.0	lprO,Rv0180c	0.1529559999999999	-0.18879096402524131	False	0	0	0	0	0
NC_000962.3	211000	212000	211500.0	Rv0180c	0.192735	0.005148445575256427	False	0	0	0	0	0
NC_000962.3	212000	213000	212500.0	Rv0180c,Rv0181c	0.287782	0.46854267530195803	False	0	0	0	0	0
NC_000962.3	213000	214000	213500.0	Rv0181c,sigG	1.2233	5.029587663628413	False	0	0	0	0	0
NC_000962.3	214000	215000	214500.0	sigG,Rv0183,Rv0184	0.0788542	-0.5500685060030214	False	0	0	0	0	0
NC_000962.3	215000	216000	215500.0	Rv0184,Rv0185	0.657235	2.269781939615604	False	0	0	0	0	0
NC_000962.3	216000	217000	216500.0	Rv0185,bglS	0.013201	-0.8701555581255828	False	0	0	0	0	0
NC_000962.3	217000	218000	217500.0	bglS	0.534064	1.6692713430721302	False	0	0	0	0	0
NC_000962.3	218000	219000	218500.0	bglS,mymT,Rv0187	0.128138	-0.3097891858876592	False	0	0	0	0	0
NC_000962.3	219000	220000	219500.0	Rv0187,Rv0188,ilvD	0.1863989999999999	-0.025742227876282543	False	0	0	0	0	0
NC_000962.3	220000	221000	220500.0	ilvD	0.522233	1.6115902260258623	False	0	0	0	0	0
NC_000962.3	221000	222000	221500.0	ilvD,Rv0190	0.0660051	-0.6127132901327821	False	0	0	0	0	0
NC_000962.3	222000	223000	222500.0	Rv0190,Rv0191	0.678357	2.3727606019646252	False	0	0	0	0	0
NC_000962.3	223000	224000	223500.0	Rv0191,Rv0192,Rv0192A	0.295175	0.5045866697506995	False	0	0	0	0	0
NC_000962.3	224000	225000	224500.0	Rv0192,Rv0193c	0.268245	0.3732915567377682	False	0	0	0	0	0
NC_000962.3	225000	226000	225500.0	Rv0193c	0.518888	1.5952819396156044	False	0	0	0	0	0
NC_000962.3	226000	227000	226500.0	Rv0193c,Rv0194	0.369453	0.8667232610754118	False	0	0	0	0	0
NC_000962.3	227000	228000	227500.0	Rv0194	0.144859	-0.22826725552415303	False	0	0	0	0	0
NC_000962.3	228000	229000	228500.0	Rv0194	0.0396031	-0.7414341803580851	False	0	0	0	0	0
NC_000962.3	229000	230000	229500.0	Rv0194	0.0658291	-0.6135713643953248	False	0	0	0	0	0
NC_000962.3	230000	231000	230500.0	Rv0194,Rv0195	0.574861	1.8681739322139257	False	0	0	0	0	0
NC_000962.3	231000	232000	231500.0	Rv0195,Rv0196	0.240787	0.23942222093720866	False	0	0	0	0	0
NC_000962.3	232000	233000	232500.0	Rv0196,Rv0197	0.213153	0.10469481087410651	False	0	0	0	0	0
NC_000962.3	233000	234000	233500.0	Rv0197	0.725881	2.6044601545389496	False	0	0	0	0	0
NC_000962.3	234000	235000	234500.0	Rv0197,zmp1	0.291303	0.4857090359747591	False	0	0	0	0	0
NC_000962.3	235000	236000	235500.0	zmp1	0.0792062	-0.5483523574779359	False	0	0	0	0	0
NC_000962.3	236000	237000	236500.0	zmp1,Rv0199	0.104728	-0.4239228136497358	False	0	0	0	0	0
NC_000962.3	237000	238000	237500.0	Rv0199,Rv0200,Rv0201c	0.0526281	-0.6779318095079762	False	0	0	0	0	0
NC_000962.3	238000	239000	238500.0	Rv0201c,mmpL11	0.144683	-0.22912532978669567	False	0	0	0	0	0
NC_000962.3	239000	240000	239500.0	mmpL11	0.258212	0.32437644835088586	False	0	0	0	0	0
NC_000962.3	240000	241000	240500.0	mmpL11	0.0526281	-0.6779318095079762	False	0	0	0	0	0
NC_000962.3	241000	242000	241500.0	mmpL11,Rv0203,Rv0204c	0.0660051	-0.6127132901327821	False	0	0	1	0	0
NC_000962.3	242000	243000	242500.0	Rv0204c	0.0264020999999999	-0.805794625470737	False	0	0	0	0	0
NC_000962.3	243000	244000	243500.0	Rv0204c,Rv0205	0.292711	0.4925736300751011	False	0	0	0	0	0
NC_000962.3	244000	245000	244500.0	Rv0205,mmpL3	0.332138	0.6847968911505128	False	0	0	0	0	0
