SampleID	Cohort	chrom	chromStart	chromEnd	name	score	zscore	af	Lifted	H37Rv_chrom	H37Rv_start	H37Rv_end	ClampFlags	overlaps_hotspot	overlaps_pr
TB3706	TBP22CI	TB3706	794697	794698	het_or_mismap	118	71.37714	0.43220338	True	NC_000962.3	795778.0	795779.0		False	False
TB3706	TBP22CI	TB3706	812986	812987	het_or_mismap	121	65.66697	0.38842976	True	NC_000962.3	813959.0	813960.0		False	False
TB3706	TBP22CI	TB3706	835081	837990	het_or_mismap	119	75.65977	0.4695652	True	NC_000962.3	836052.0	838958.0		False	True
TB3706	TBP22CI	TB3706	846485	846486	het_or_mismap	136	87.08011	0.45588234	True	NC_000962.3	847585.0	847586.0		False	False
TB3706	TBP22CI	TB3706	864391	864392	het_or_mismap	140	82.79748	0.42142856	True	NC_000962.3	865748.0	865749.0		False	False
TB3706	TBP22CI	TB3706	937960	937961	het_or_mismap	127	74.23222	0.41732284	True	NC_000962.3	939610.0	939611.0		False	False
TB3706	TBP22CI	TB3706	944298	949039	het_or_mismap	119	79.94239	0.4563107	True	NC_000962.3	945948.0	950689.0		False	False
TB3706	TBP22CI	TB3706	950325	950326	low_quality	140	111.348335	0.5642857	True	NC_000962.3	951975.0	951976.0		False	False
TB3706	TBP22CI	TB3706	973900	973901	low_quality	133	97.07291	0.518797	True	NC_000962.3	975541.0	975542.0		False	False
TB3706	TBP22CI	TB3706	996467	996468	het_or_mismap	170	94.21782	0.39411765	True	NC_000962.3	998107.0	998108.0		False	False
TB3706	TBP22CI	TB3706	1022745	1022746	het_or_mismap	154	88.50765	0.4090909	True	NC_000962.3	1024384.0	1024385.0		False	False
TB3706	TBP22CI	TB3706	1028418	1028419	het_or_mismap	123	59.956795	0.3495935	True	NC_000962.3	1030057.0	1030058.0		False	False
TB3706	TBP22CI	TB3706	1043699	1043700	het_or_mismap	139	81.369934	0.4172662	True	NC_000962.3	1045341.0	1045342.0		False	False
TB3706	TBP22CI	TB3706	1081631	1081632	het_or_mismap	134	65.66697	0.35074627	True	NC_000962.3	1083273.0	1083274.0		False	False
TB3706	TBP22CI	TB3706	1104140	1104141	het_or_mismap	176	99.92799	0.4034091	True	NC_000962.3	1105769.0	1105770.0		False	False
TB3706	TBP22CI	TB3706	1106444	1106452	deletion	66	32.051193	0.95454544	True	NC_000962.3	1108073.0	1108081.0		False	False
TB3706	TBP22CI	TB3706	1149444	1149445	het_or_mismap	139	95.64536	0.48920864	True	NC_000962.3	1151073.0	1151074.0		False	False
TB3706	TBP22CI	TB3706	1220461	1220462	het_or_mismap	148	102.78307	0.49324325	True	NC_000962.3	1221928.0	1221929.0		False	False
TB3706	TBP22CI	TB3706	1276343	1276344	het_or_mismap	133	81.369934	0.43609023	True	NC_000962.3	1276452.0	1276453.0		True	True
TB3706	TBP22CI	TB3706	1332790	1332791	het_or_mismap	119	78.51485	0.47058824	True	NC_000962.3	1332898.0	1332899.0		False	False
TB3706	TBP22CI	TB3706	1427882	1427883	het_or_mismap	134	92.790276	0.49253732	True	NC_000962.3	1428083.0	1428084.0		False	False
TB3706	TBP22CI	TB3706	1472102	1472103	het_or_mismap	123	61.38434	0.35772356	True	NC_000962.3	1472361.0	1472362.0		False	False
TB3706	TBP22CI	TB3706	1482751	1482752	het_or_mismap	132	74.23222	0.40151516	True	NC_000962.3	1481336.0	1481337.0		False	False
TB3706	TBP22CI	TB3706	1519743	1519744	low_quality	162	118.486046	0.5185185	True	NC_000962.3	1518364.0	1518365.0		False	False
TB3706	TBP22CI	TB3706	1542816	1542817	het_or_mismap	137	82.79748	0.43065694	True	NC_000962.3	1541441.0	1541442.0		False	False
TB3706	TBP22CI	TB3706	1596245	1596246	het_or_mismap	116	77.08731	0.47413793	True	NC_000962.3	1594869.0	1594870.0		False	False
TB3706	TBP22CI	TB3706	1652086	1653519	het_or_mismap	128	67.094505	0.36507937	True	NC_000962.3	1650264.0	1651697.0		False	False
TB3706	TBP22CI	TB3706	1677227	1677228	low_quality	122	88.50765	0.5163934	True	NC_000962.3	1674047.0	1674048.0		False	False
TB3706	TBP22CI	TB3706	1682822	1687616	het_or_mismap	139	98.50045	0.4964539	True	NC_000962.3	1679642.0	1684436.0		False	False
TB3706	TBP22CI	TB3706	1724372	1724373	het_or_mismap	129	71.37714	0.39534885	True	NC_000962.3	1721193.0	1721194.0		False	False
TB3706	TBP22CI	TB3706	1741189	1741190	het_or_mismap	141	75.65977	0.38297874	True	NC_000962.3	1738010.0	1738011.0		False	False
TB3706	TBP22CI	TB3706	1791137	1791138	het_or_mismap	112	58.52925	0.375	True	NC_000962.3	1797205.0	1797206.0		False	False
TB3706	TBP22CI	TB3706	1810627	1810628	het_or_mismap	140	72.80468	0.37142858	True	NC_000962.3	1816695.0	1816696.0		False	False
TB3706	TBP22CI	TB3706	1819956	1819957	het_or_mismap	111	64.239426	0.4144144	True	NC_000962.3	1826024.0	1826025.0		False	False
TB3706	TBP22CI	TB3706	1831854	1831855	het_or_mismap	117	78.51485	0.47863248	True	NC_000962.3	1837922.0	1837923.0		False	False
TB3706	TBP22CI	TB3706	1871219	1871220	het_or_mismap	120	75.65977	0.45	True	NC_000962.3	1877266.0	1877267.0		False	True
TB3706	TBP22CI	TB3706	1880725	1880726	het_or_mismap	140	88.50765	0.45	True	NC_000962.3	1886772.0	1886773.0		False	False
TB3706	TBP22CI	TB3706	1918779	1918780	het_or_mismap	140	75.65977	0.3857143	True	NC_000962.3	1924760.0	1924761.0		False	False
TB3706	TBP22CI	TB3706	1957996	1957997	het_or_mismap	102	54.246624	0.38235295	True	NC_000962.3	1963828.0	1963829.0		False	True
TB3706	TBP22CI	TB3706	1976421	1976422	het_or_mismap	97	39.971195	0.29896906	True	NC_000962.3	1982104.0	1982105.0		False	False
TB3706	TBP22CI	TB3706	1985348	1985349	het_or_mismap	104	64.239426	0.44230768	True	NC_000962.3	2001425.0	2001426.0		False	False
TB3706	TBP22CI	TB3706	2016769	2016770	het_or_mismap	110	77.08731	0.5	True	NC_000962.3	2032847.0	2032848.0		False	False
TB3706	TBP22CI	TB3706	2025509	2025510	het_or_mismap	104	71.37714	0.4903846	True	NC_000962.3	2041587.0	2041588.0		False	False
TB3706	TBP22CI	TB3706	2051302	2051303	het_or_mismap	107	64.239426	0.42990655	True	NC_000962.3	2067371.0	2067372.0		False	False
TB3706	TBP22CI	TB3706	2071530	2076030	het_or_mismap	107	68.52205	0.44444445	True	NC_000962.3	2087655.0	2092155.0		False	False
TB3706	TBP22CI	TB3706	2091302	2091303	het_or_mismap	127	72.80468	0.40944883	True	NC_000962.3	2107433.0	2107434.0		False	False
TB3706	TBP22CI	TB3706	2130171	2130172	het_or_mismap	107	59.956795	0.40186915	True	NC_000962.3	2146231.0	2146232.0		False	False
TB3706	TBP22CI	TB3706	2139093	2139094	low_quality	123	92.790276	0.5365854	True	NC_000962.3	2155167.0	2155168.0		False	False
TB3706	TBP22CI	TB3706	2147257	2147440	low_quality	109	89.935196	0.5470086	True	NC_000962.3	2163330.0	2163376.0		False	False
TB3706	TBP22CI	TB3706	2147647	2147716	deletion	78	24.813826	0.6363636	True	NC_000962.3	2163375.0	2163376.0		False	False
TB3706	TBP22CI	TB3706	2148415	2148416	low_quality	130	99.92799	0.54615384	True	NC_000962.3	2164006.0	2164007.0		False	False
TB3706	TBP22CI	TB3706	2152266	2152272	deletion	90	30.500328	0.6666667	True	NC_000962.3	2165902.0	2165903.0		False	False
TB3706	TBP22CI	TB3706	2177195	2177196	het_or_mismap	109	74.23222	0.48623854	True	NC_000962.3	2190770.0	2190771.0		False	False
TB3706	TBP22CI	TB3706	2195108	2195109	het_or_mismap	128	75.65977	0.421875	True	NC_000962.3	2208682.0	2208683.0		False	False
TB3706	TBP22CI	TB3706	2203088	2203474	het_or_mismap	108	64.239426	0.42201835	True	NC_000962.3	2216667.0	2217053.0		False	False
TB3706	TBP22CI	TB3706	2262461	2262462	het_or_mismap	189	97.07291	0.36507937	True	NC_000962.3	2268721.0	2268722.0		False	False
TB3706	TBP22CI	TB3706	2286494	2291059	het_or_mismap	129	84.22502	0.446281	True	NC_000962.3	2289221.0	2293786.0		False	False
TB3706	TBP22CI	TB3706	2327698	2327699	het_or_mismap	115	69.94959	0.4347826	True	NC_000962.3	2330425.0	2330426.0		False	False
TB3706	TBP22CI	TB3706	2345546	2345547	het_or_mismap	116	69.94959	0.43103448	True	NC_000962.3	2348261.0	2348262.0		False	False
TB3706	TBP22CI	TB3706	2415283	2415284	het_or_mismap	116	68.52205	0.4224138	True	NC_000962.3	2416404.0	2416405.0		False	False
TB3706	TBP22CI	TB3706	2480000	2480001	low_quality	122	94.21782	0.5491803	True	NC_000962.3	2482532.0	2482533.0		False	False
TB3706	TBP22CI	TB3706	2538938	2538939	het_or_mismap	153	84.22502	0.39215687	True	NC_000962.3	2542232.0	2542233.0		False	False
TB3706	TBP22CI	TB3706	2541800	2541801	low_quality	151	117.0585	0.54966885	True	NC_000962.3	2545094.0	2545095.0		False	False
TB3706	TBP22CI	TB3706	2587659	2587828	het_or_mismap	131	85.652565	0.4609375	True	NC_000962.3	2592309.0	2592311.0		False	False
TB3706	TBP22CI	TB3706	2648020	2648021	het_or_mismap	122	68.52205	0.40163934	True	NC_000962.3	2650889.0	2650890.0		False	True
TB3706	TBP22CI	TB3706	2666479	2666480	het_or_mismap	120	68.52205	0.40833333	True	NC_000962.3	2669348.0	2669349.0		False	False
TB3706	TBP22CI	TB3706	2712498	2712499	het_or_mismap	123	65.66697	0.3821138	True	NC_000962.3	2715345.0	2715346.0		False	False
TB3706	TBP22CI	TB3706	2778333	2778334	het_or_mismap	104	54.246624	0.375	True	NC_000962.3	2781415.0	2781416.0		False	False
TB3706	TBP22CI	TB3706	2819423	2819424	het_or_mismap	126	75.65977	0.42857143	True	NC_000962.3	2823863.0	2823864.0		False	False
TB3706	TBP22CI	TB3706	2824853	2826824	het_or_mismap	126	69.94959	0.35971224	True	NC_000962.3	2829293.0	2831264.0		False	True
TB3706	TBP22CI	TB3706	2836738	2836739	low_quality	120	94.21782	0.55833334	True	NC_000962.3	2841178.0	2841179.0		False	False
TB3706	TBP22CI	TB3706	2891953	2891954	het_or_mismap	127	78.51485	0.44094488	True	NC_000962.3	2896400.0	2896401.0		False	False
TB3706	TBP22CI	TB3706	2927928	2927929	het_or_mismap	121	79.94239	0.47107437	True	NC_000962.3	2932375.0	2932376.0		False	False
TB3706	TBP22CI	TB3706	2938452	2938453	het_or_mismap	112	54.246624	0.3482143	True	NC_000962.3	2942899.0	2942900.0		False	False
TB3706	TBP22CI	TB3706	2970769	2970770	het_or_mismap	113	58.52925	0.37168142	True	NC_000962.3	2976574.0	2976575.0		False	False
TB3706	TBP22CI	TB3706	2980444	2980445	het_or_mismap	125	77.08731	0.44	True	NC_000962.3	2986249.0	2986250.0		False	False
TB3706	TBP22CI	TB3706	3027289	3027290	het_or_mismap	111	54.246624	0.35135135	True	NC_000962.3	3032921.0	3032922.0		False	False
TB3706	TBP22CI	TB3706	3104037	3104038	het_or_mismap	97	64.239426	0.4742268	True	NC_000962.3	3109669.0	3109670.0		False	False
TB3706	TBP22CI	TB3706	3119684	3119685	low_quality	168	129.90639	0.54761904	True	NC_000962.3	3131571.0	3131572.0		False	False
TB3706	TBP22CI	TB3706	3125408	3125409	het_or_mismap	114	72.80468	0.45614034	True	NC_000962.3	3137295.0	3137296.0		False	False
TB3706	TBP22CI	TB3706	3138465	3138466	het_or_mismap	124	75.65977	0.43548387	True	NC_000962.3	3150352.0	3150353.0		False	False
TB3706	TBP22CI	TB3706	3165633	3168919	het_or_mismap	133	85.652565	0.44094488	True	NC_000962.3	3177520.0	3180806.0		False	False
TB3706	TBP22CI	TB3706	3207842	3207843	het_or_mismap	136	79.94239	0.41911766	True	NC_000962.3	3219623.0	3219624.0		False	False
TB3706	TBP22CI	TB3706	3288646	3288647	low_quality	186	137.0441	0.52150536	True	NC_000962.3	3299975.0	3299976.0		False	False
TB3706	TBP22CI	TB3706	3328288	3328289	het_or_mismap	143	88.50765	0.44055945	True	NC_000962.3	3339503.0	3339504.0		False	False
TB3706	TBP22CI	TB3706	3337968	3339969	het_or_mismap	121	85.652565	0.45185184	True	NC_000962.3	3349183.0	3351184.0		False	False
TB3706	TBP22CI	TB3706	3347873	3347874	het_or_mismap	130	69.94959	0.3846154	True	NC_000962.3	3359088.0	3359089.0		False	False
TB3706	TBP22CI	TB3706	3360102	3360103	het_or_mismap	125	79.94239	0.456	True	NC_000962.3	3371317.0	3371318.0		False	False
TB3706	TBP22CI	TB3706	3367351	3367354	het_or_mismap	130	41.39874	0.23076923	False						
TB3706	TBP22CI	TB3706	3422476	3422477	het_or_mismap	108	62.811882	0.41666666	True	NC_000962.3	3432752.0	3432753.0		False	False
TB3706	TBP22CI	TB3706	3424218	3424219	low_quality	107	84.22502	0.5607477	True	NC_000962.3	3434494.0	3434495.0		False	False
TB3706	TBP22CI	TB3706	3433257	3433258	het_or_mismap	119	78.51485	0.47058824	True	NC_000962.3	3443533.0	3443534.0		False	False
TB3706	TBP22CI	TB3706	3472441	3472442	het_or_mismap	164	107.065704	0.46341464	True	NC_000962.3	3482716.0	3482717.0		False	True
TB3706	TBP22CI	TB3706	3522469	3522470	het_or_mismap	140	82.79748	0.42142856	True	NC_000962.3	3528851.0	3528852.0		False	True
TB3706	TBP22CI	TB3706	3543350	3543351	het_or_mismap	136	89.935196	0.47058824	False						
TB3706	TBP22CI	TB3706	3587171	3587172	low_quality	144	104.21062	0.5138889	True	NC_000962.3	3594910.0	3594911.0		False	False
TB3706	TBP22CI	TB3706	3720694	3720695	het_or_mismap	125	75.65977	0.432	True	NC_000962.3	3724709.0	3724710.0		False	False
TB3706	TBP22CI	TB3706	3787062	3787063	het_or_mismap	139	79.94239	0.41007194	True	NC_000962.3	3789144.0	3789145.0		False	False
TB3706	TBP22CI	TB3706	3818265	3818266	low_quality	90	65.66697	0.5222222	True	NC_000962.3	3820363.0	3820364.0		False	False
TB3706	TBP22CI	TB3706	3818360	3818404	deletion	59	14.991687	0.5084746	True	NC_000962.3	3820429.0	3820430.0		False	False
TB3706	TBP22CI	TB3706	3818404	3818405	het_or_mismap	59	15.7029705	0.20338982	True	NC_000962.3	3820429.0	3820430.0		False	False
TB3706	TBP22CI	TB3706	3818405	3818407	deletion	59	14.991687	0.5084746	True	NC_000962.3	3820429.0	3820430.0		False	False
TB3706	TBP22CI	TB3706	3818407	3818408	het_or_mismap	59	15.7029705	0.20338982	True	NC_000962.3	3820429.0	3820430.0		False	False
TB3706	TBP22CI	TB3706	3818408	3818412	deletion	59	14.991687	0.5084746	True	NC_000962.3	3820429.0	3820430.0		False	False
TB3706	TBP22CI	TB3706	3832969	3832970	low_quality	121	85.652565	0.5041322	True	NC_000962.3	3834316.0	3834317.0		False	False
TB3706	TBP22CI	TB3706	3857642	3857643	het_or_mismap	130	84.22502	0.46153846	True	NC_000962.3	3855211.0	3855212.0		False	False
TB3706	TBP22CI	TB3706	3886111	3886331	het_or_mismap	153	85.652565	0.39869282	True	NC_000962.3	3883625.0	3883845.0		True	True
TB3706	TBP22CI	TB3706	3894881	3894882	het_or_mismap	148	85.652565	0.41216215	True	NC_000962.3	3893753.0	3893754.0		False	False
TB3706	TBP22CI	TB3706	3906099	3906100	low_quality	120	97.07291	0.575	True	NC_000962.3	3904970.0	3904971.0		False	False
TB3706	TBP22CI	TB3706	3912250	3912251	het_or_mismap	139	85.652565	0.4388489	True	NC_000962.3	3911121.0	3911122.0		False	False
TB3706	TBP22CI	TB3706	3942469	3942587	het_or_mismap	97	51.391537	0.38541666	True	NC_000962.3	3941224.0	3941269.0		False	False
TB3706	TBP22CI	TB3706	3949357	3950392	het_or_mismap	98	39.971195	0.28712872	True	NC_000962.3	3948225.0	3949941.0		False	True
TB3706	TBP22CI	TB3706	3991904	3991905	het_or_mismap	114	62.811882	0.39473686	True	NC_000962.3	3991454.0	3991455.0		False	False
TB3706	TBP22CI	TB3706	4001287	4001288	het_or_mismap	145	101.35554	0.49655172	True	NC_000962.3	4000837.0	4000838.0		False	False
TB3706	TBP22CI	TB3706	4018967	4018968	het_or_mismap	135	87.08011	0.45925927	True	NC_000962.3	4018517.0	4018518.0		False	False
TB3706	TBP22CI	TB3706	4037018	4040346	het_or_mismap	119	81.369934	0.464	True	NC_000962.3	4036568.0	4039896.0		False	False
TB3706	TBP22CI	TB3706	4057756	4057757	low_quality	144	108.49325	0.5347222	True	NC_000962.3	4057195.0	4057196.0		False	False
TB3706	TBP22CI	TB3706	4138957	4138958	het_or_mismap	123	79.94239	0.46341464	True	NC_000962.3	4138039.0	4138040.0		False	False
TB3706	TBP22CI	TB3706	4163205	4166498	het_or_mismap	119	75.65977	0.4778761	True	NC_000962.3	4162296.0	4165589.0		False	False
TB3706	TBP22CI	TB3706	4200586	4200587	het_or_mismap	143	99.92799	0.4965035	True	NC_000962.3	4199676.0	4199677.0		False	False
TB3706	TBP22CI	TB3706	4212849	4212850	het_or_mismap	169	92.790276	0.39053255	True	NC_000962.3	4211946.0	4211947.0		False	False
TB3706	TBP22CI	TB3706	4238326	4238327	het_or_mismap	130	64.239426	0.35384616	True	NC_000962.3	4237516.0	4237517.0		False	False
TB3706	TBP22CI	TB3706	4248238	4248239	het_or_mismap	106	67.094505	0.4528302	True	NC_000962.3	4247428.0	4247429.0		False	False
TB3706	TBP22CI	TB3706	4300348	4300349	low_quality	179	134.18901	0.53072625	True	NC_000962.3	4299537.0	4299538.0		False	True
TB3706	TBP22CI	TB3706	4339373	4339374	low_quality	147	118.486046	0.5714286	True	NC_000962.3	4338562.0	4338563.0		False	False
TB3706	TBP22CI	TB3706	4374661	4374662	het_or_mismap	122	74.23222	0.43442622	True	NC_000962.3	4373762.0	4373763.0		False	False
TB3706	TBP22CI	TB3706	4409448	4409449	het_or_mismap	152	84.22502	0.39473686	True	NC_000962.3	4408546.0	4408547.0		False	False
TB3898	TBP22CI	TB3898	449492	449493	het_or_mismap	55	527.0588	0.4909091	True	NC_000962.3	446425.0	446426.0		False	False
TB3898	TBP22CI	TB3898	1987452	1987453	low_quality	46	891.9456	0.9782609	True	NC_000962.3	1982028.0	1982029.0		False	False
TB3898	TBP22CI	TB3898	1988520	1988521	het_or_mismap	31	243.2579	0.41935483	True	NC_000962.3	1983056.0	1983057.0		False	False
TB3898	TBP22CI	TB3898	3536346	3536347	het_or_mismap	53	243.2579	0.24528302	True	NC_000962.3	3535791.0	3535792.0		False	False
TB3898	TBP22CI	TB3898	3957692	3957693	het_or_mismap	49	445.9728	0.46938777	True	NC_000962.3	3960779.0	3960780.0		False	False
TB3898	TBP22CI	TB3898	4343440	4343441	het_or_mismap	44	283.80087	0.3409091	True	NC_000962.3	4346526.0	4346527.0		False	False
TB6552	TBP22CI	TB6552	80334	80335	het_or_mismap	157	648.63904	0.2356688	True	NC_000962.3	80299.0	80300.0		False	True
TB6552	TBP22CI	TB6552	316899	316900	het_or_mismap	150	918.9053	0.34666666	True	NC_000962.3	316626.0	316627.0		False	False
TB6552	TBP22CI	TB6552	984844	984845	het_or_mismap	174	684.6745	0.22413793	True	NC_000962.3	981270.0	981271.0		False	False
TB6552	TBP22CI	TB6552	1099320	1099321	het_or_mismap	163	594.58575	0.20858896	True	NC_000962.3	1094374.0	1094375.0		False	True
TB6552	TBP22CI	TB6552	3930237	3930255	deletion	59	122.24339	0.7586207	True	NC_000962.3	3934725.0	3934726.0		True	True
TB6596	TBP22CI	TB6596	3170921	3170922	het_or_mismap	188	1123.693	0.40425533	True	NC_000962.3	3166196.0	3166197.0		False	False
TB6596	TBP22CI	TB6596	3951363	3951364	mismatch	124	1842.8566	1.0	True	NC_000962.3	3946345.0	3946346.0		False	True
TB6596	TBP22CI	TB6596	4041724	4041725	het_or_mismap	156	509.4075	0.22435898	True	NC_000962.3	4036615.0	4036616.0		False	False
TB6599	TBP22CI	TB6599	2599784	2599785	het_or_mismap	70	804.38385	0.24285714	True	NC_000962.3	2597745.0	2597746.0		False	False
TB6765	TBP22CI	TB6765	2533706	2533707	het_or_mismap	77	958.74414	0.38961038	True	NC_000962.3	2534890.0	2534891.0		False	False
TB6778	TBP22CI	TB6778	2769990	2769991	het_or_mismap	155	909.5148	0.32258064	True	NC_000962.3	1914212.0	1914213.0		False	False
TB6778	TBP22CI	TB6778	3896672	3896736	het_or_mismap	149	946.6378	0.3489933	True	NC_000962.3	3883733.0	3883797.0		True	True
TB6778	TBP22CI	TB6778	4350442	4350443	het_or_mismap	173	1039.4454	0.32947975	True	NC_000962.3	4335685.0	4335686.0		False	False
TB6786	TBP22CI	TB6786	142065	142066	het_or_mismap	189	632.1951	0.2010582	True	NC_000962.3	142026.0	142027.0		False	False
TB6786	TBP22CI	TB6786	332474	332475	het_or_mismap	162	871.4041	0.32098764	True	NC_000962.3	332433.0	332434.0		False	False
TB6973	TBP22CI	TB6973	2697752	2697753	low_quality	107	2233.5195	0.91588783	True	NC_000962.3	1982028.0	1982029.0		False	False
TB6977	TBP22CI	TB6977	1812955	1812956	het_or_mismap	20	469.4198	0.25	True	NC_000962.3	1814328.0	1814329.0		False	False
TB6977	TBP22CI	TB6977	1980813	1980814	mismatch	21	2347.099	1.0	True	NC_000962.3	1982028.0	1982029.0		False	False
TB7044	TBP22CI	TB7044	834604	834605	het_or_mismap	80	1060.1367	0.4875	True	NC_000962.3	831928.0	831929.0		False	False
TB7044	TBP22CI	TB7044	2965326	2965327	het_or_mismap	92	1004.34	0.4021739	True	NC_000962.3	2946411.0	2946412.0		False	False
TB7044	TBP22CI	TB7044	4001865	4001866	het_or_mismap	102	1115.9333	0.4019608	True	NC_000962.3	3978667.0	3978668.0		False	False
TB8073	TBP22CI	TB8073	2867625	2867626	het_or_mismap	209	661.8327	0.2200957	True	NC_000962.3	2864527.0	2864528.0		False	False
TB8073	TBP22CI	TB8073	2947950	2947951	het_or_mismap	215	1367.7876	0.4372093	True	NC_000962.3	2944856.0	2944857.0		True	True
